"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Min. Source Flag","Air Temp. Min. Record Completeness (%)","Air Temp. Max. (°C)","Air Temp. Max. Source Flag","Air Temp. Max. Record Completeness (%)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Relative Humidity Avg. (%)","Relative Humidity Avg. Source Flag","Relative Humidity Avg. Record Completeness (%)","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)"
"Calgary Int'L CS","19-January-2021","-12.6","ACTUAL","100.0","9.4","ACTUAL","100.0","-0.1","AGGREGATED","100.0","48.8","AGGREGATED","100.0","18.9","AGGREGATED","100.0"
"Calgary Int'L CS","20-January-2021","-11.2","ACTUAL","100.0","3.9","ACTUAL","100.0","-3.4","AGGREGATED","100.0","59.5","AGGREGATED","100.0","13.1","AGGREGATED","100.0"
"Calgary Int'L CS","21-January-2021","-12.0","ACTUAL","100.0","-2.0","ACTUAL","100.0","-6.8","AGGREGATED","100.0","63.9","AGGREGATED","100.0","9.4","AGGREGATED","100.0"
"Calgary Int'L CS","22-January-2021","-13.5","ACTUAL","100.0","-3.6","ACTUAL","100.0","-8.6","AGGREGATED","100.0","68.5","AGGREGATED","100.0","8.0","AGGREGATED","100.0"
"Calgary Int'L CS","23-January-2021","-15.9","ACTUAL","100.0","-2.4","ACTUAL","100.0","-10.2","AGGREGATED","100.0","72.7","AGGREGATED","100.0","10.4","AGGREGATED","100.0"
"Calgary Int'L CS","24-January-2021","-16.5","ACTUAL","100.0","-13.2","ACTUAL","100.0","-15.3","AGGREGATED","100.0","85.4","AGGREGATED","100.0","7.0","AGGREGATED","100.0"
"Calgary Int'L CS","25-January-2021","-17.8","ACTUAL","100.0","-14.2","ACTUAL","100.0","-15.5","AGGREGATED","100.0","85.4","AGGREGATED","100.0","14.6","AGGREGATED","100.0"
"Calgary Int'L CS","26-January-2021","-17.5","ACTUAL","100.0","-12.9","ACTUAL","100.0","-15.0","AGGREGATED","100.0","85.8","AGGREGATED","100.0","10.3","AGGREGATED","100.0"
"Calgary Int'L CS","27-January-2021","-14.5","ACTUAL","100.0","-11.9","ACTUAL","100.0","-12.7","AGGREGATED","100.0","87.8","AGGREGATED","100.0","7.5","AGGREGATED","100.0"
"Calgary Int'L CS","28-January-2021","-15.9","ACTUAL","100.0","-13.5","ACTUAL","100.0","-14.8","AGGREGATED","100.0","85.9","AGGREGATED","100.0","9.1","AGGREGATED","100.0"
"Calgary Int'L CS","29-January-2021","-16.7","ACTUAL","100.0","-6.3","ACTUAL","100.0","-12.4","AGGREGATED","100.0","84.9","AGGREGATED","100.0","6.3","AGGREGATED","100.0"
"Calgary Int'L CS","30-January-2021","-19.2","ACTUAL","100.0","0.5","ACTUAL","100.0","-9.8","AGGREGATED","100.0","71.5","AGGREGATED","100.0","4.9","AGGREGATED","100.0"
"Calgary Int'L CS","31-January-2021","-13.1","ACTUAL","100.0","4.8","ACTUAL","100.0","-4.2","AGGREGATED","100.0","70.5","AGGREGATED","100.0","7.4","AGGREGATED","100.0"
"Calgary Int'L CS","01-February-2021","-10.4","ACTUAL","100.0","9.7","ACTUAL","100.0","-4.1","AGGREGATED","100.0","77.9","AGGREGATED","100.0","7.4","AGGREGATED","100.0"
"Calgary Int'L CS","02-February-2021","-13.6","ACTUAL","100.0","-8.3","ACTUAL","100.0","-10.9","AGGREGATED","100.0","86.1","AGGREGATED","100.0","13.7","AGGREGATED","100.0"
"Calgary Int'L CS","03-February-2021","-20.3","ACTUAL","100.0","-12.0","ACTUAL","100.0","-15.1","AGGREGATED","100.0","80.5","AGGREGATED","100.0","7.7","AGGREGATED","100.0"
"Calgary Int'L CS","04-February-2021","-21.8","ACTUAL","100.0","-0.9","ACTUAL","100.0","-8.1","AGGREGATED","100.0","75.2","AGGREGATED","100.0","11.5","AGGREGATED","100.0"
"Calgary Int'L CS","05-February-2021","-22.0","ACTUAL","100.0","-6.3","ACTUAL","100.0","-16.6","AGGREGATED","100.0","83.8","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Calgary Int'L CS","06-February-2021","-24.3","ACTUAL","100.0","-20.1","ACTUAL","100.0","-21.7","AGGREGATED","100.0","77.3","AGGREGATED","100.0","11.1","AGGREGATED","100.0"
"Calgary Int'L CS","07-February-2021","-30.7","ACTUAL","100.0","-23.8","ACTUAL","100.0","-26.5","AGGREGATED","100.0","75.6","AGGREGATED","100.0","9.6","AGGREGATED","100.0"
"Calgary Int'L CS","08-February-2021","-31.8","ACTUAL","100.0","-24.0","ACTUAL","100.0","-26.5","AGGREGATED","100.0","72.9","AGGREGATED","100.0","11.7","AGGREGATED","100.0"
"Calgary Int'L CS","09-February-2021","-31.4","ACTUAL","100.0","-24.7","ACTUAL","100.0","-27.6","AGGREGATED","100.0","66.2","AGGREGATED","100.0","11.2","AGGREGATED","100.0"
"Calgary Int'L CS","10-February-2021","-32.1","ACTUAL","100.0","-26.3","ACTUAL","100.0","-28.0","AGGREGATED","100.0","63.8","AGGREGATED","100.0","12.7","AGGREGATED","100.0"
"Calgary Int'L CS","11-February-2021","-33.4","ACTUAL","100.0","-25.6","ACTUAL","100.0","-29.4","AGGREGATED","100.0","67.2","AGGREGATED","100.0","13.5","AGGREGATED","100.0"
"Calgary Int'L CS","12-February-2021","-29.8","ACTUAL","100.0","-17.9","ACTUAL","100.0","-20.9","AGGREGATED","100.0","69.9","AGGREGATED","100.0","13.6","AGGREGATED","100.0"
"Calgary Int'L CS","13-February-2021","-27.2","ACTUAL","100.0","-18.9","ACTUAL","100.0","-21.4","AGGREGATED","100.0","74.7","AGGREGATED","100.0","12.3","AGGREGATED","100.0"
"Calgary Int'L CS","14-February-2021","-28.3","ACTUAL","100.0","-21.4","ACTUAL","100.0","-24.7","AGGREGATED","100.0","75.0","AGGREGATED","100.0","20.1","AGGREGATED","100.0"
"Calgary Int'L CS","15-February-2021","-25.4","ACTUAL","100.0","-15.0","ACTUAL","100.0","-21.4","AGGREGATED","100.0","75.0","AGGREGATED","100.0","9.6","AGGREGATED","100.0"
"Calgary Int'L CS","16-February-2021","-23.9","ACTUAL","100.0","-3.9","ACTUAL","100.0","-12.8","AGGREGATED","100.0","78.4","AGGREGATED","100.0","5.5","AGGREGATED","100.0"
"Calgary Int'L CS","17-February-2021","-13.7","ACTUAL","100.0","-6.5","ACTUAL","100.0","-9.4","AGGREGATED","100.0","71.4","AGGREGATED","100.0","14.0","AGGREGATED","100.0"
"Calgary Int'L CS","18-February-2021","-17.8","ACTUAL","100.0","-3.5","ACTUAL","100.0","-10.1","AGGREGATED","100.0","66.0","AGGREGATED","100.0","10.5","AGGREGATED","100.0"
"Calgary Int'L CS","19-February-2021","-5.9","ACTUAL","100.0","2.6","ACTUAL","100.0","-0.7","AGGREGATED","100.0","43.4","AGGREGATED","100.0","22.6","AGGREGATED","100.0"
"Calgary Int'L CS","20-February-2021","-6.9","ACTUAL","100.0","2.2","ACTUAL","100.0","-1.1","AGGREGATED","100.0","39.5","AGGREGATED","100.0","24.8","AGGREGATED","100.0"
"Calgary Int'L CS","21-February-2021","-2.6","ACTUAL","100.0","8.3","ACTUAL","100.0","3.2","AGGREGATED","100.0","44.7","AGGREGATED","100.0","25.8","AGGREGATED","100.0"
"Calgary Int'L CS","22-February-2021","-1.4","ACTUAL","100.0","7.3","ACTUAL","100.0","3.1","AGGREGATED","100.0","64.1","AGGREGATED","100.0","21.0","AGGREGATED","100.0"
"Calgary Int'L CS","23-February-2021","-6.6","ACTUAL","100.0","1.4","ACTUAL","100.0","-2.2","AGGREGATED","100.0","76.2","AGGREGATED","100.0","11.6","AGGREGATED","100.0"
"Calgary Int'L CS","24-February-2021","-11.3","ACTUAL","100.0","0.9","ACTUAL","100.0","-4.0","AGGREGATED","100.0","56.5","AGGREGATED","100.0","14.4","AGGREGATED","100.0"
"Calgary Int'L CS","25-February-2021","-4.1","ACTUAL","100.0","3.3","ACTUAL","100.0","0.0","AGGREGATED","100.0","39.7","AGGREGATED","100.0","22.4","AGGREGATED","100.0"
"Calgary Int'L CS","26-February-2021","-13.5","ACTUAL","100.0","0.1","ACTUAL","100.0","-6.7","AGGREGATED","100.0","68.0","AGGREGATED","100.0","16.6","AGGREGATED","100.0"
"Calgary Int'L CS","27-February-2021","-15.9","ACTUAL","100.0","-6.0","ACTUAL","100.0","-11.0","AGGREGATED","100.0","75.7","AGGREGATED","100.0","9.0","AGGREGATED","100.0"
"Calgary Int'L CS","28-February-2021","-7.9","ACTUAL","100.0","6.0","ACTUAL","100.0","1.0","AGGREGATED","100.0","46.2","AGGREGATED","100.0","21.1","AGGREGATED","100.0"
"Calgary Int'L CS","01-March-2021","0.4","ACTUAL","100.0","9.2","ACTUAL","100.0","5.0","AGGREGATED","100.0","46.9","AGGREGATED","100.0","23.2","AGGREGATED","100.0"
"Calgary Int'L CS","02-March-2021","-6.3","ACTUAL","100.0","6.2","ACTUAL","100.0","1.7","AGGREGATED","100.0","60.0","AGGREGATED","100.0","9.1","AGGREGATED","100.0"
"Calgary Int'L CS","03-March-2021","-4.9","ACTUAL","100.0","9.0","ACTUAL","100.0","2.0","AGGREGATED","100.0","55.9","AGGREGATED","100.0","9.0","AGGREGATED","100.0"
"Calgary Int'L CS","04-March-2021","-7.4","ACTUAL","100.0","11.0","ACTUAL","100.0","1.7","AGGREGATED","100.0","60.7","AGGREGATED","100.0","6.1","AGGREGATED","100.0"
"Calgary Int'L CS","05-March-2021","-3.5","ACTUAL","100.0","12.8","ACTUAL","100.0","5.0","AGGREGATED","100.0","48.3","AGGREGATED","100.0","14.3","AGGREGATED","100.0"
"Calgary Int'L CS","06-March-2021","-3.8","ACTUAL","100.0","5.8","ACTUAL","100.0","2.1","AGGREGATED","100.0","63.8","AGGREGATED","100.0","14.9","AGGREGATED","100.0"
"Calgary Int'L CS","07-March-2021","-6.6","ACTUAL","100.0","7.9","ACTUAL","100.0","0.7","AGGREGATED","100.0","49.0","AGGREGATED","100.0","10.8","AGGREGATED","100.0"
"Calgary Int'L CS","08-March-2021","-4.9","ACTUAL","100.0","5.2","ACTUAL","100.0","0.5","AGGREGATED","100.0","55.2","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Calgary Int'L CS","09-March-2021","-6.2","ACTUAL","100.0","6.0","ACTUAL","100.0","-0.8","AGGREGATED","100.0","66.2","AGGREGATED","100.0","10.0","AGGREGATED","100.0"
"Calgary Int'L CS","10-March-2021","-11.3","ACTUAL","100.0","-1.1","ACTUAL","100.0","-5.3","AGGREGATED","100.0","62.6","AGGREGATED","100.0","16.7","AGGREGATED","100.0"
"Calgary Int'L CS","11-March-2021","-13.3","ACTUAL","100.0","4.9","ACTUAL","100.0","-4.6","AGGREGATED","100.0","61.8","AGGREGATED","100.0","10.2","AGGREGATED","100.0"
"Calgary Int'L CS","12-March-2021","-3.1","ACTUAL","100.0","13.9","ACTUAL","100.0","5.9","AGGREGATED","100.0","32.3","AGGREGATED","100.0","9.5","AGGREGATED","100.0"
"Calgary Int'L CS","13-March-2021","-3.3","ACTUAL","100.0","14.2","ACTUAL","100.0","5.3","AGGREGATED","100.0","49.2","AGGREGATED","100.0","13.1","AGGREGATED","100.0"
"Calgary Int'L CS","14-March-2021","-2.0","ACTUAL","100.0","18.6","ACTUAL","100.0","7.3","AGGREGATED","100.0","39.8","AGGREGATED","100.0","13.5","AGGREGATED","100.0"
"Calgary Int'L CS","15-March-2021","-3.3","ACTUAL","100.0","7.0","ACTUAL","100.0","1.4","AGGREGATED","100.0","48.8","AGGREGATED","100.0","19.3","AGGREGATED","100.0"
"Calgary Int'L CS","16-March-2021","-6.6","ACTUAL","100.0","8.8","ACTUAL","100.0","-0.1","AGGREGATED","100.0","58.8","AGGREGATED","100.0","8.9","AGGREGATED","100.0"
"Calgary Int'L CS","17-March-2021","-7.8","ACTUAL","100.0","12.7","ACTUAL","100.0","1.6","AGGREGATED","100.0","55.5","AGGREGATED","100.0","9.2","AGGREGATED","100.0"
"Calgary Int'L CS","18-March-2021","-5.0","ACTUAL","100.0","16.2","ACTUAL","100.0","6.1","AGGREGATED","100.0","41.4","AGGREGATED","100.0","10.0","AGGREGATED","100.0"
"Calgary Int'L CS","19-March-2021","0.9","ACTUAL","100.0","15.1","ACTUAL","100.0","7.9","AGGREGATED","100.0","38.0","AGGREGATED","100.0","20.5","AGGREGATED","100.0"
"Calgary Int'L CS","20-March-2021","-2.1","ACTUAL","100.0","10.9","ACTUAL","100.0","4.4","AGGREGATED","100.0","37.4","AGGREGATED","100.0","19.0","AGGREGATED","100.0"
"Calgary Int'L CS","21-March-2021","-3.6","ACTUAL","100.0","7.9","ACTUAL","100.0","1.0","AGGREGATED","100.0","46.4","AGGREGATED","100.0","16.1","AGGREGATED","100.0"
"Calgary Int'L CS","22-March-2021","-2.1","ACTUAL","100.0","7.1","ACTUAL","100.0","2.5","AGGREGATED","100.0","48.7","AGGREGATED","100.0","19.9","AGGREGATED","100.0"
"Calgary Int'L CS","23-March-2021","-6.3","ACTUAL","100.0","5.2","ACTUAL","100.0","-0.3","AGGREGATED","100.0","62.3","AGGREGATED","100.0","12.2","AGGREGATED","100.0"
"Calgary Int'L CS","24-March-2021","-1.7","ACTUAL","100.0","9.0","ACTUAL","100.0","3.8","AGGREGATED","100.0","48.8","AGGREGATED","100.0","17.1","AGGREGATED","100.0"
"Calgary Int'L CS","25-March-2021","-5.9","ACTUAL","100.0","-1.7","ACTUAL","100.0","-4.2","AGGREGATED","100.0","93.3","AGGREGATED","100.0","12.6","AGGREGATED","100.0"
"Calgary Int'L CS","26-March-2021","-4.8","ACTUAL","100.0","2.3","ACTUAL","100.0","-1.9","AGGREGATED","100.0","85.4","AGGREGATED","100.0","8.5","AGGREGATED","100.0"
"Calgary Int'L CS","27-March-2021","-2.8","ACTUAL","100.0","13.1","ACTUAL","100.0","3.8","AGGREGATED","100.0","61.6","AGGREGATED","100.0","13.3","AGGREGATED","100.0"
"Calgary Int'L CS","28-March-2021","-2.4","ACTUAL","100.0","14.6","ACTUAL","100.0","7.5","AGGREGATED","100.0","46.1","AGGREGATED","100.0","27.9","AGGREGATED","100.0"
"Calgary Int'L CS","29-March-2021","-10.8","ACTUAL","100.0","-2.3","ACTUAL","100.0","-6.2","AGGREGATED","100.0","60.5","AGGREGATED","100.0","42.7","AGGREGATED","100.0"
"Calgary Int'L CS","30-March-2021","-10.9","ACTUAL","100.0","4.6","ACTUAL","100.0","-3.1","AGGREGATED","100.0","44.9","AGGREGATED","100.0","17.4","AGGREGATED","100.0"
"Calgary Int'L CS","31-March-2021","-4.0","ACTUAL","100.0","12.2","ACTUAL","100.0","5.0","AGGREGATED","100.0","34.5","AGGREGATED","100.0","22.1","AGGREGATED","100.0"
"Calgary Int'L CS","01-April-2021","-0.6","ACTUAL","100.0","16.9","ACTUAL","100.0","7.5","AGGREGATED","100.0","33.9","AGGREGATED","100.0","22.4","AGGREGATED","100.0"
"Calgary Int'L CS","02-April-2021","-4.4","ACTUAL","100.0","11.7","ACTUAL","100.0","4.2","AGGREGATED","100.0","47.5","AGGREGATED","100.0","12.8","AGGREGATED","100.0"
"Calgary Int'L CS","03-April-2021","-2.7","ACTUAL","100.0","14.8","ACTUAL","100.0","5.5","AGGREGATED","100.0","43.2","AGGREGATED","100.0","10.5","AGGREGATED","100.0"
"Calgary Int'L CS","04-April-2021","-5.0","ACTUAL","100.0","6.6","ACTUAL","100.0","1.9","AGGREGATED","100.0","66.3","AGGREGATED","100.0","15.1","AGGREGATED","100.0"
"Calgary Int'L CS","05-April-2021","-7.3","ACTUAL","100.0","13.0","ACTUAL","100.0","3.2","AGGREGATED","100.0","53.2","AGGREGATED","100.0","8.2","AGGREGATED","100.0"
"Calgary Int'L CS","06-April-2021","-1.7","ACTUAL","100.0","15.3","ACTUAL","100.0","6.7","AGGREGATED","100.0","34.7","AGGREGATED","100.0","12.6","AGGREGATED","100.0"
"Calgary Int'L CS","07-April-2021","-2.3","ACTUAL","100.0","16.7","ACTUAL","100.0","7.6","AGGREGATED","100.0","35.7","AGGREGATED","100.0","15.0","AGGREGATED","100.0"
"Calgary Int'L CS","08-April-2021","-2.1","ACTUAL","100.0","6.6","ACTUAL","100.0","1.8","AGGREGATED","100.0","63.5","AGGREGATED","100.0","20.6","AGGREGATED","100.0"
"Calgary Int'L CS","09-April-2021","-5.2","ACTUAL","100.0","11.3","ACTUAL","100.0","2.4","AGGREGATED","100.0","46.6","AGGREGATED","100.0","15.4","AGGREGATED","100.0"
"Calgary Int'L CS","10-April-2021","-5.8","ACTUAL","100.0","7.9","ACTUAL","100.0","1.5","AGGREGATED","100.0","48.5","AGGREGATED","100.0","22.0","AGGREGATED","100.0"
"Calgary Int'L CS","11-April-2021","-5.2","ACTUAL","100.0","5.5","ACTUAL","100.0","-0.5","AGGREGATED","100.0","46.1","AGGREGATED","100.0","17.7","AGGREGATED","100.0"
"Calgary Int'L CS","12-April-2021","-5.4","ACTUAL","100.0","4.7","ACTUAL","100.0","-1.2","AGGREGATED","100.0","59.1","AGGREGATED","100.0","11.9","AGGREGATED","100.0"
"Calgary Int'L CS","13-April-2021","-10.0","ACTUAL","100.0","7.6","ACTUAL","100.0","-0.8","AGGREGATED","100.0","48.4","AGGREGATED","100.0","9.2","AGGREGATED","100.0"
"Calgary Int'L CS","14-April-2021","-6.6","ACTUAL","100.0","12.5","ACTUAL","100.0","3.6","AGGREGATED","100.0","37.9","AGGREGATED","100.0","10.1","AGGREGATED","100.0"
"Calgary Int'L CS","15-April-2021","-4.8","ACTUAL","100.0","14.4","ACTUAL","100.0","5.8","AGGREGATED","100.0","37.6","AGGREGATED","100.0","10.9","AGGREGATED","100.0"
"Calgary Int'L CS","16-April-2021","-4.9","ACTUAL","100.0","18.2","ACTUAL","100.0","7.5","AGGREGATED","100.0","33.7","AGGREGATED","100.0","6.2","AGGREGATED","100.0"
"Calgary Int'L CS","17-April-2021","-2.4","ACTUAL","100.0","20.5","ACTUAL","100.0","9.8","AGGREGATED","100.0","31.6","AGGREGATED","100.0","10.0","AGGREGATED","100.0"
"Calgary Int'L CS","18-April-2021","-5.4","ACTUAL","100.0","11.2","ACTUAL","100.0","0.0","AGGREGATED","100.0","83.3","AGGREGATED","100.0","19.3","AGGREGATED","100.0"
"Calgary Int'L CS","19-April-2021","-3.9","ACTUAL","100.0","4.9","ACTUAL","100.0","0.1","AGGREGATED","100.0","64.1","AGGREGATED","100.0","18.8","AGGREGATED","100.0"
"Calgary Int'L CS","20-April-2021","-6.8","ACTUAL","100.0","11.1","ACTUAL","100.0","3.0","AGGREGATED","100.0","50.9","AGGREGATED","100.0","9.4","AGGREGATED","100.0"
"Calgary Int'L CS","21-April-2021","-1.2","ACTUAL","100.0","18.7","ACTUAL","100.0","9.6","AGGREGATED","100.0","35.3","AGGREGATED","100.0","14.7","AGGREGATED","100.0"
"Calgary Int'L CS","22-April-2021","-4.8","ACTUAL","100.0","8.8","ACTUAL","100.0","-1.1","AGGREGATED","100.0","74.0","AGGREGATED","100.0","26.5","AGGREGATED","100.0"
"Calgary Int'L CS","23-April-2021","-5.0","ACTUAL","100.0","1.8","ACTUAL","100.0","-2.1","AGGREGATED","100.0","65.0","AGGREGATED","100.0","8.2","AGGREGATED","100.0"
"Calgary Int'L CS","24-April-2021","-3.7","ACTUAL","100.0","3.9","ACTUAL","100.0","0.1","AGGREGATED","100.0","71.8","AGGREGATED","100.0","9.9","AGGREGATED","100.0"
"Calgary Int'L CS","25-April-2021","-2.0","ACTUAL","100.0","3.8","ACTUAL","100.0","0.6","AGGREGATED","100.0","87.9","AGGREGATED","100.0","8.0","AGGREGATED","100.0"
"Calgary Int'L CS","26-April-2021","-5.1","ACTUAL","100.0","14.0","ACTUAL","100.0","5.7","AGGREGATED","100.0","50.5","AGGREGATED","100.0","14.0","AGGREGATED","100.0"
"Calgary Int'L CS","27-April-2021","-0.2","ACTUAL","100.0","14.2","ACTUAL","100.0","7.9","AGGREGATED","100.0","35.2","AGGREGATED","100.0","17.3","AGGREGATED","100.0"
"Calgary Int'L CS","28-April-2021","-3.4","ACTUAL","100.0","17.9","ACTUAL","100.0","8.7","AGGREGATED","100.0","41.3","AGGREGATED","100.0","17.7","AGGREGATED","100.0"
"Calgary Int'L CS","29-April-2021","0.5","ACTUAL","100.0","21.1","ACTUAL","100.0","11.9","AGGREGATED","100.0","45.5","AGGREGATED","100.0","13.9","AGGREGATED","100.0"
"Calgary Int'L CS","30-April-2021","6.5","ACTUAL","100.0","21.5","ACTUAL","100.0","15.2","AGGREGATED","100.0","34.0","AGGREGATED","100.0","21.2","AGGREGATED","100.0"
"Calgary Int'L CS","01-May-2021","1.3","ACTUAL","100.0","12.7","ACTUAL","100.0","6.7","AGGREGATED","100.0","57.8","AGGREGATED","100.0","16.3","AGGREGATED","100.0"
"Calgary Int'L CS","02-May-2021","-0.4","ACTUAL","100.0","11.0","ACTUAL","100.0","4.9","AGGREGATED","100.0","70.8","AGGREGATED","100.0","17.6","AGGREGATED","100.0"
"Calgary Int'L CS","03-May-2021","-2.4","ACTUAL","100.0","13.2","ACTUAL","100.0","6.0","AGGREGATED","100.0","65.7","AGGREGATED","100.0","9.8","AGGREGATED","100.0"
"Calgary Int'L CS","04-May-2021","1.4","ACTUAL","100.0","11.8","ACTUAL","100.0","6.2","AGGREGATED","100.0","74.8","AGGREGATED","100.0","12.7","AGGREGATED","100.0"
"Calgary Int'L CS","05-May-2021","0.1","ACTUAL","100.0","14.1","ACTUAL","100.0","7.2","AGGREGATED","100.0","55.2","AGGREGATED","100.0","11.0","AGGREGATED","100.0"
"Calgary Int'L CS","06-May-2021","1.9","ACTUAL","100.0","19.7","ACTUAL","100.0","11.3","AGGREGATED","100.0","42.1","AGGREGATED","100.0","24.4","AGGREGATED","100.0"
"Calgary Int'L CS","07-May-2021","5.5","ACTUAL","100.0","16.2","ACTUAL","100.0","10.1","AGGREGATED","100.0","51.3","AGGREGATED","100.0","15.0","AGGREGATED","100.0"
"Calgary Int'L CS","08-May-2021","0.5","ACTUAL","100.0","5.6","ACTUAL","100.0","2.4","AGGREGATED","100.0","91.2","AGGREGATED","100.0","28.8","AGGREGATED","100.0"
"Calgary Int'L CS","09-May-2021","0.5","ACTUAL","100.0","2.7","ACTUAL","100.0","1.6","AGGREGATED","100.0","92.9","AGGREGATED","100.0","11.6","AGGREGATED","100.0"
"Calgary Int'L CS","10-May-2021","-3.4","ACTUAL","100.0","13.5","ACTUAL","100.0","5.6","AGGREGATED","100.0","64.2","AGGREGATED","100.0","11.0","AGGREGATED","100.0"
"Calgary Int'L CS","11-May-2021","2.9","ACTUAL","100.0","13.6","ACTUAL","100.0","7.8","AGGREGATED","100.0","60.3","AGGREGATED","100.0","15.3","AGGREGATED","100.0"
"Calgary Int'L CS","12-May-2021","-1.7","ACTUAL","100.0","18.0","ACTUAL","100.0","9.6","AGGREGATED","100.0","50.0","AGGREGATED","100.0","8.9","AGGREGATED","100.0"
"Calgary Int'L CS","13-May-2021","6.0","ACTUAL","100.0","16.6","ACTUAL","100.0","11.0","AGGREGATED","100.0","51.0","AGGREGATED","100.0","13.6","AGGREGATED","100.0"
"Calgary Int'L CS","14-May-2021","1.7","ACTUAL","100.0","19.7","ACTUAL","100.0","11.9","AGGREGATED","100.0","49.6","AGGREGATED","100.0","6.8","AGGREGATED","100.0"
