"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Min. Source Flag","Air Temp. Min. Record Completeness (%)","Air Temp. Max. (°C)","Air Temp. Max. Source Flag","Air Temp. Max. Record Completeness (%)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Relative Humidity Avg. (%)","Relative Humidity Avg. Source Flag","Relative Humidity Avg. Record Completeness (%)","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)"
"Calgary Int'L CS","15-May-2021","2.6","ACTUAL","100.0","22.2","ACTUAL","100.0","14.7","AGGREGATED","100.0","41.2","AGGREGATED","100.0","10.6","AGGREGATED","100.0"
"Calgary Int'L CS","16-May-2021","8.6","ACTUAL","100.0","24.9","ACTUAL","100.0","16.9","AGGREGATED","100.0","37.2","AGGREGATED","100.0","13.2","AGGREGATED","100.0"
"Calgary Int'L CS","17-May-2021","10.1","ACTUAL","100.0","27.1","ACTUAL","100.0","17.2","AGGREGATED","100.0","43.2","AGGREGATED","100.0","15.1","AGGREGATED","100.0"
"Calgary Int'L CS","18-May-2021","5.8","ACTUAL","100.0","17.1","ACTUAL","100.0","11.0","AGGREGATED","100.0","47.5","AGGREGATED","100.0","27.6","AGGREGATED","100.0"
"Calgary Int'L CS","19-May-2021","0.7","ACTUAL","100.0","7.7","ACTUAL","100.0","4.2","AGGREGATED","100.0","65.9","AGGREGATED","100.0","18.6","AGGREGATED","100.0"
"Calgary Int'L CS","20-May-2021","-1.8","ACTUAL","100.0","2.9","ACTUAL","100.0","0.6","AGGREGATED","100.0","75.6","AGGREGATED","100.0","13.7","AGGREGATED","100.0"
"Calgary Int'L CS","21-May-2021","-0.3","ACTUAL","100.0","11.0","ACTUAL","100.0","4.7","AGGREGATED","100.0","51.0","AGGREGATED","100.0","8.4","AGGREGATED","100.0"
"Calgary Int'L CS","22-May-2021","-2.0","ACTUAL","100.0","13.6","ACTUAL","100.0","6.4","AGGREGATED","100.0","53.6","AGGREGATED","100.0","10.9","AGGREGATED","100.0"
"Calgary Int'L CS","23-May-2021","1.9","ACTUAL","100.0","10.7","ACTUAL","100.0","5.0","AGGREGATED","100.0","83.7","AGGREGATED","100.0","15.1","AGGREGATED","100.0"
"Calgary Int'L CS","24-May-2021","1.3","ACTUAL","100.0","10.3","ACTUAL","100.0","6.5","AGGREGATED","100.0","91.1","AGGREGATED","100.0","23.1","AGGREGATED","100.0"
"Calgary Int'L CS","25-May-2021","5.8","ACTUAL","100.0","12.0","ACTUAL","100.0","8.5","AGGREGATED","100.0","79.9","AGGREGATED","100.0","11.6","AGGREGATED","100.0"
"Calgary Int'L CS","26-May-2021","4.7","ACTUAL","100.0","18.7","ACTUAL","100.0","10.6","AGGREGATED","100.0","74.8","AGGREGATED","100.0","19.7","AGGREGATED","100.0"
"Calgary Int'L CS","27-May-2021","3.6","ACTUAL","100.0","22.7","ACTUAL","100.0","14.2","AGGREGATED","100.0","49.5","AGGREGATED","100.0","18.6","AGGREGATED","100.0"
"Calgary Int'L CS","28-May-2021","4.8","ACTUAL","100.0","17.7","ACTUAL","100.0","11.1","AGGREGATED","100.0","44.5","AGGREGATED","100.0","20.1","AGGREGATED","100.0"
"Calgary Int'L CS","29-May-2021","4.3","ACTUAL","100.0","18.7","ACTUAL","100.0","12.3","AGGREGATED","100.0","38.5","AGGREGATED","100.0","10.8","AGGREGATED","100.0"
"Calgary Int'L CS","30-May-2021","5.8","ACTUAL","100.0","22.4","ACTUAL","100.0","15.3","AGGREGATED","100.0","34.8","AGGREGATED","100.0","9.8","AGGREGATED","100.0"
"Calgary Int'L CS","31-May-2021","8.0","ACTUAL","100.0","24.0","ACTUAL","100.0","17.4","AGGREGATED","100.0","38.4","AGGREGATED","100.0","11.1","AGGREGATED","100.0"
"Calgary Int'L CS","01-June-2021","11.1","ACTUAL","100.0","26.9","ACTUAL","100.0","19.7","AGGREGATED","100.0","41.2","AGGREGATED","100.0","8.8","AGGREGATED","100.0"
"Calgary Int'L CS","02-June-2021","10.4","ACTUAL","100.0","30.4","ACTUAL","100.0","22.1","AGGREGATED","100.0","36.7","AGGREGATED","100.0","7.7","AGGREGATED","100.0"
"Calgary Int'L CS","03-June-2021","11.1","ACTUAL","100.0","32.0","ACTUAL","100.0","22.6","AGGREGATED","100.0","38.7","AGGREGATED","100.0","11.3","AGGREGATED","100.0"
"Calgary Int'L CS","04-June-2021","13.0","ACTUAL","100.0","28.1","ACTUAL","100.0","20.6","AGGREGATED","100.0","42.8","AGGREGATED","100.0","17.4","AGGREGATED","100.0"
"Calgary Int'L CS","05-June-2021","8.4","ACTUAL","100.0","16.6","ACTUAL","100.0","11.9","AGGREGATED","100.0","73.3","AGGREGATED","100.0","16.5","AGGREGATED","100.0"
"Calgary Int'L CS","06-June-2021","5.7","ACTUAL","100.0","15.4","ACTUAL","100.0","9.4","AGGREGATED","100.0","70.3","AGGREGATED","100.0","14.8","AGGREGATED","100.0"
"Calgary Int'L CS","07-June-2021","4.4","ACTUAL","100.0","12.4","ACTUAL","100.0","7.8","AGGREGATED","100.0","69.4","AGGREGATED","100.0","21.2","AGGREGATED","100.0"
"Calgary Int'L CS","08-June-2021","3.0","ACTUAL","100.0","14.8","ACTUAL","100.0","9.1","AGGREGATED","100.0","69.4","AGGREGATED","100.0","10.6","AGGREGATED","100.0"
"Calgary Int'L CS","09-June-2021","4.4","ACTUAL","100.0","14.9","ACTUAL","100.0","10.1","AGGREGATED","100.0","83.5","AGGREGATED","100.0","12.0","AGGREGATED","100.0"
"Calgary Int'L CS","10-June-2021","6.9","ACTUAL","100.0","12.5","ACTUAL","100.0","10.1","AGGREGATED","100.0","76.7","AGGREGATED","100.0","13.6","AGGREGATED","100.0"
"Calgary Int'L CS","11-June-2021","1.9","ACTUAL","100.0","19.7","ACTUAL","100.0","12.3","AGGREGATED","100.0","44.5","AGGREGATED","100.0","11.7","AGGREGATED","100.0"
"Calgary Int'L CS","12-June-2021","3.7","ACTUAL","100.0","21.2","ACTUAL","100.0","13.9","AGGREGATED","100.0","41.8","AGGREGATED","100.0","11.9","AGGREGATED","100.0"
"Calgary Int'L CS","13-June-2021","4.1","ACTUAL","100.0","29.2","ACTUAL","100.0","17.7","AGGREGATED","100.0","42.5","AGGREGATED","100.0","13.2","AGGREGATED","100.0"
"Calgary Int'L CS","14-June-2021","12.1","ACTUAL","100.0","32.5","ACTUAL","100.0","22.0","AGGREGATED","100.0","50.4","AGGREGATED","100.0","10.9","AGGREGATED","100.0"
"Calgary Int'L CS","15-June-2021","13.9","ACTUAL","100.0","26.2","ACTUAL","100.0","19.3","AGGREGATED","100.0","55.9","AGGREGATED","100.0","21.7","AGGREGATED","100.0"
"Calgary Int'L CS","16-June-2021","10.2","ACTUAL","100.0","20.9","ACTUAL","100.0","16.1","AGGREGATED","100.0","37.9","AGGREGATED","100.0","25.4","AGGREGATED","100.0"
"Calgary Int'L CS","17-June-2021","7.1","ACTUAL","100.0","24.0","ACTUAL","100.0","15.9","AGGREGATED","100.0","35.8","AGGREGATED","100.0","15.4","AGGREGATED","100.0"
"Calgary Int'L CS","18-June-2021","6.0","ACTUAL","100.0","24.6","ACTUAL","100.0","16.1","AGGREGATED","100.0","47.1","AGGREGATED","100.0","11.8","AGGREGATED","100.0"
"Calgary Int'L CS","19-June-2021","10.7","ACTUAL","100.0","16.0","ACTUAL","100.0","12.8","AGGREGATED","100.0","75.1","AGGREGATED","100.0","12.7","AGGREGATED","100.0"
"Calgary Int'L CS","20-June-2021","9.2","ACTUAL","100.0","21.7","ACTUAL","100.0","15.2","AGGREGATED","100.0","57.4","AGGREGATED","100.0","15.4","AGGREGATED","100.0"
"Calgary Int'L CS","21-June-2021","7.2","ACTUAL","100.0","27.1","ACTUAL","100.0","18.2","AGGREGATED","100.0","42.3","AGGREGATED","100.0","8.3","AGGREGATED","100.0"
"Calgary Int'L CS","22-June-2021","9.8","ACTUAL","100.0","31.2","ACTUAL","100.0","22.8","AGGREGATED","100.0","33.0","AGGREGATED","100.0","15.7","AGGREGATED","100.0"
"Calgary Int'L CS","23-June-2021","12.9","ACTUAL","100.0","23.6","ACTUAL","100.0","18.5","AGGREGATED","100.0","48.7","AGGREGATED","100.0","15.7","AGGREGATED","100.0"
"Calgary Int'L CS","24-June-2021","11.0","ACTUAL","100.0","19.9","ACTUAL","100.0","15.0","AGGREGATED","100.0","74.9","AGGREGATED","100.0","10.0","AGGREGATED","100.0"
"Calgary Int'L CS","25-June-2021","10.9","ACTUAL","100.0","26.8","ACTUAL","100.0","19.9","AGGREGATED","100.0","55.0","AGGREGATED","100.0","16.2","AGGREGATED","100.0"
"Calgary Int'L CS","26-June-2021","14.3","ACTUAL","100.0","30.2","ACTUAL","100.0","23.5","AGGREGATED","100.0","49.8","AGGREGATED","100.0","12.6","AGGREGATED","100.0"
"Calgary Int'L CS","27-June-2021","16.0","ACTUAL","100.0","30.0","ACTUAL","100.0","23.6","AGGREGATED","100.0","52.5","AGGREGATED","100.0","9.6","AGGREGATED","100.0"
"Calgary Int'L CS","28-June-2021","14.9","ACTUAL","100.0","34.4","ACTUAL","100.0","25.4","AGGREGATED","100.0","47.8","AGGREGATED","100.0","13.1","AGGREGATED","100.0"
"Calgary Int'L CS","29-June-2021","16.1","ACTUAL","100.0","36.2","ACTUAL","100.0","27.3","AGGREGATED","100.0","42.3","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Calgary Int'L CS","30-June-2021","14.5","ACTUAL","100.0","36.0","ACTUAL","100.0","27.3","AGGREGATED","100.0","32.9","AGGREGATED","100.0","18.5","AGGREGATED","100.0"
"Calgary Int'L CS","01-July-2021","17.4","ACTUAL","100.0","36.1","ACTUAL","100.0","27.0","AGGREGATED","100.0","33.0","AGGREGATED","100.0","19.4","AGGREGATED","100.0"
"Calgary Int'L CS","02-July-2021","15.1","ACTUAL","100.0","30.0","ACTUAL","100.0","22.7","AGGREGATED","100.0","58.3","AGGREGATED","100.0","15.4","AGGREGATED","100.0"
"Calgary Int'L CS","03-July-2021","14.5","ACTUAL","100.0","25.7","ACTUAL","100.0","20.0","AGGREGATED","100.0","62.8","AGGREGATED","100.0","11.7","AGGREGATED","100.0"
"Calgary Int'L CS","04-July-2021","12.9","ACTUAL","100.0","18.8","ACTUAL","100.0","16.0","AGGREGATED","100.0","86.2","AGGREGATED","100.0","12.9","AGGREGATED","100.0"
"Calgary Int'L CS","05-July-2021","12.7","ACTUAL","100.0","17.6","ACTUAL","100.0","14.8","AGGREGATED","100.0","78.6","AGGREGATED","100.0","8.1","AGGREGATED","100.0"
"Calgary Int'L CS","06-July-2021","12.8","ACTUAL","100.0","23.5","ACTUAL","100.0","17.7","AGGREGATED","100.0","74.0","AGGREGATED","100.0","9.9","AGGREGATED","100.0"
"Calgary Int'L CS","07-July-2021","11.6","ACTUAL","100.0","25.2","ACTUAL","100.0","18.8","AGGREGATED","100.0","73.8","AGGREGATED","100.0","9.1","AGGREGATED","100.0"
"Calgary Int'L CS","08-July-2021","13.3","ACTUAL","100.0","26.1","ACTUAL","100.0","19.3","AGGREGATED","100.0","64.4","AGGREGATED","100.0","8.1","AGGREGATED","100.0"
"Calgary Int'L CS","09-July-2021","12.0","ACTUAL","100.0","27.2","ACTUAL","100.0","20.5","AGGREGATED","100.0","57.2","AGGREGATED","100.0","7.1","AGGREGATED","100.0"
"Calgary Int'L CS","10-July-2021","13.1","ACTUAL","100.0","31.1","ACTUAL","100.0","22.8","AGGREGATED","100.0","48.9","AGGREGATED","100.0","11.9","AGGREGATED","100.0"
"Calgary Int'L CS","11-July-2021","13.5","ACTUAL","100.0","22.8","ACTUAL","100.0","17.6","AGGREGATED","100.0","64.2","AGGREGATED","100.0","10.7","AGGREGATED","100.0"
"Calgary Int'L CS","12-July-2021","10.8","ACTUAL","100.0","25.2","ACTUAL","100.0","18.8","AGGREGATED","100.0","62.2","AGGREGATED","100.0","8.5","AGGREGATED","100.0"
"Calgary Int'L CS","13-July-2021","11.9","ACTUAL","100.0","27.1","ACTUAL","100.0","20.4","AGGREGATED","100.0","56.5","AGGREGATED","100.0","10.5","AGGREGATED","100.0"
"Calgary Int'L CS","14-July-2021","13.4","ACTUAL","100.0","30.5","ACTUAL","100.0","22.1","AGGREGATED","100.0","53.5","AGGREGATED","100.0","11.6","AGGREGATED","100.0"
"Calgary Int'L CS","15-July-2021","12.9","ACTUAL","100.0","28.6","ACTUAL","100.0","21.7","AGGREGATED","100.0","54.9","AGGREGATED","100.0","10.9","AGGREGATED","100.0"
"Calgary Int'L CS","16-July-2021","16.4","ACTUAL","100.0","25.9","ACTUAL","100.0","20.5","AGGREGATED","100.0","55.5","AGGREGATED","100.0","14.0","AGGREGATED","100.0"
"Calgary Int'L CS","17-July-2021","11.8","ACTUAL","100.0","23.3","ACTUAL","100.0","17.1","AGGREGATED","100.0","69.2","AGGREGATED","100.0","17.1","AGGREGATED","100.0"
"Calgary Int'L CS","18-July-2021","13.0","ACTUAL","100.0","20.5","ACTUAL","100.0","16.0","AGGREGATED","100.0","82.1","AGGREGATED","100.0","13.3","AGGREGATED","100.0"
"Calgary Int'L CS","19-July-2021","12.0","ACTUAL","100.0","24.1","ACTUAL","100.0","17.0","AGGREGATED","100.0","83.0","AGGREGATED","100.0","11.4","AGGREGATED","100.0"
"Calgary Int'L CS","20-July-2021","15.2","ACTUAL","100.0","22.2","ACTUAL","100.0","17.4","AGGREGATED","100.0","88.5","AGGREGATED","100.0","11.0","AGGREGATED","100.0"
"Calgary Int'L CS","21-July-2021","15.4","ACTUAL","100.0","27.8","ACTUAL","100.0","19.8","AGGREGATED","100.0","64.2","AGGREGATED","100.0","15.2","AGGREGATED","100.0"
"Calgary Int'L CS","22-July-2021","9.6","ACTUAL","100.0","25.3","ACTUAL","100.0","15.8","AGGREGATED","100.0","59.7","AGGREGATED","100.0","12.6","AGGREGATED","100.0"
"Calgary Int'L CS","23-July-2021","8.4","ACTUAL","100.0","27.0","ACTUAL","100.0","18.1","AGGREGATED","100.0","38.8","AGGREGATED","100.0","15.5","AGGREGATED","100.0"
"Calgary Int'L CS","24-July-2021","7.7","ACTUAL","100.0","28.0","ACTUAL","100.0","18.8","AGGREGATED","100.0","41.2","AGGREGATED","100.0","9.8","AGGREGATED","100.0"
"Calgary Int'L CS","25-July-2021","10.4","ACTUAL","100.0","26.3","ACTUAL","100.0","18.9","AGGREGATED","100.0","51.4","AGGREGATED","100.0","10.7","AGGREGATED","100.0"
"Calgary Int'L CS","26-July-2021","9.4","ACTUAL","100.0","25.2","ACTUAL","100.0","18.0","AGGREGATED","100.0","62.7","AGGREGATED","100.0","14.2","AGGREGATED","100.0"
"Calgary Int'L CS","27-July-2021","10.7","ACTUAL","100.0","24.0","ACTUAL","100.0","18.0","AGGREGATED","100.0","63.1","AGGREGATED","100.0","14.7","AGGREGATED","100.0"
"Calgary Int'L CS","28-July-2021","10.9","ACTUAL","100.0","27.0","ACTUAL","100.0","19.7","AGGREGATED","100.0","58.8","AGGREGATED","100.0","9.9","AGGREGATED","100.0"
"Calgary Int'L CS","29-July-2021","14.0","ACTUAL","100.0","27.5","ACTUAL","100.0","21.4","AGGREGATED","100.0","58.6","AGGREGATED","100.0","12.3","AGGREGATED","100.0"
"Calgary Int'L CS","30-July-2021","13.2","ACTUAL","100.0","30.1","ACTUAL","100.0","21.4","AGGREGATED","100.0","56.8","AGGREGATED","100.0","11.6","AGGREGATED","100.0"
"Calgary Int'L CS","31-July-2021","12.6","ACTUAL","100.0","31.0","ACTUAL","100.0","21.7","AGGREGATED","100.0","48.0","AGGREGATED","100.0","7.3","AGGREGATED","100.0"
"Calgary Int'L CS","01-August-2021","13.5","ACTUAL","100.0","33.4","ACTUAL","100.0","24.2","AGGREGATED","100.0","42.8","AGGREGATED","100.0","12.9","AGGREGATED","100.0"
"Calgary Int'L CS","02-August-2021","18.6","ACTUAL","100.0","24.4","ACTUAL","100.0","21.2","AGGREGATED","100.0","71.8","AGGREGATED","100.0","15.0","AGGREGATED","100.0"
"Calgary Int'L CS","03-August-2021","16.8","ACTUAL","100.0","31.3","ACTUAL","100.0","23.3","AGGREGATED","100.0","52.8","AGGREGATED","100.0","10.7","AGGREGATED","100.0"
"Calgary Int'L CS","04-August-2021","12.7","ACTUAL","100.0","28.2","ACTUAL","100.0","20.3","AGGREGATED","100.0","56.5","AGGREGATED","100.0","10.5","AGGREGATED","100.0"
"Calgary Int'L CS","05-August-2021","11.1","ACTUAL","100.0","31.1","ACTUAL","100.0","21.9","AGGREGATED","100.0","44.9","AGGREGATED","100.0","11.2","AGGREGATED","100.0"
"Calgary Int'L CS","06-August-2021","12.1","ACTUAL","100.0","27.9","ACTUAL","100.0","19.9","AGGREGATED","100.0","53.7","AGGREGATED","100.0","11.9","AGGREGATED","100.0"
"Calgary Int'L CS","07-August-2021","13.4","ACTUAL","100.0","26.1","ACTUAL","100.0","19.0","AGGREGATED","100.0","49.7","AGGREGATED","100.0","15.0","AGGREGATED","100.0"
"Calgary Int'L CS","08-August-2021","11.4","ACTUAL","100.0","16.7","ACTUAL","100.0","13.8","AGGREGATED","100.0","66.3","AGGREGATED","100.0","11.0","AGGREGATED","100.0"
"Calgary Int'L CS","09-August-2021","6.8","ACTUAL","100.0","27.3","ACTUAL","100.0","17.8","AGGREGATED","100.0","54.1","AGGREGATED","100.0","11.5","AGGREGATED","100.0"
"Calgary Int'L CS","10-August-2021","12.7","ACTUAL","100.0","22.4","ACTUAL","100.0","17.8","AGGREGATED","100.0","53.6","AGGREGATED","100.0","15.8","AGGREGATED","100.0"
"Calgary Int'L CS","11-August-2021","16.0","ACTUAL","100.0","22.3","ACTUAL","100.0","18.8","AGGREGATED","100.0","44.5","AGGREGATED","100.0","18.3","AGGREGATED","100.0"
"Calgary Int'L CS","12-August-2021","12.3","ACTUAL","100.0","25.5","ACTUAL","100.0","18.8","AGGREGATED","100.0","42.3","AGGREGATED","100.0","6.9","AGGREGATED","100.0"
"Calgary Int'L CS","13-August-2021","10.0","ACTUAL","100.0","32.3","ACTUAL","100.0","21.2","AGGREGATED","100.0","40.5","AGGREGATED","100.0","8.3","AGGREGATED","100.0"
"Calgary Int'L CS","14-August-2021","11.5","ACTUAL","100.0","34.0","ACTUAL","100.0","23.7","AGGREGATED","100.0","33.7","AGGREGATED","100.0","9.8","AGGREGATED","100.0"
"Calgary Int'L CS","15-August-2021","13.7","ACTUAL","100.0","31.4","ACTUAL","100.0","22.9","AGGREGATED","100.0","40.9","AGGREGATED","100.0","12.6","AGGREGATED","100.0"
"Calgary Int'L CS","16-August-2021","10.6","ACTUAL","100.0","19.9","ACTUAL","100.0","16.6","AGGREGATED","100.0","65.4","AGGREGATED","100.0","11.3","AGGREGATED","100.0"
"Calgary Int'L CS","17-August-2021","7.9","ACTUAL","100.0","11.3","ACTUAL","100.0","10.1","AGGREGATED","100.0","90.8","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Calgary Int'L CS","18-August-2021","4.6","ACTUAL","100.0","19.7","ACTUAL","100.0","12.4","AGGREGATED","100.0","67.1","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Calgary Int'L CS","19-August-2021","7.2","ACTUAL","100.0","14.4","ACTUAL","100.0","11.8","AGGREGATED","100.0","83.4","AGGREGATED","100.0","13.3","AGGREGATED","100.0"
"Calgary Int'L CS","20-August-2021","9.5","ACTUAL","100.0","18.7","ACTUAL","100.0","13.5","AGGREGATED","100.0","67.7","AGGREGATED","100.0","11.7","AGGREGATED","100.0"
"Calgary Int'L CS","21-August-2021","6.9","ACTUAL","100.0","19.0","ACTUAL","100.0","12.2","AGGREGATED","100.0","74.9","AGGREGATED","100.0","13.1","AGGREGATED","100.0"
"Calgary Int'L CS","22-August-2021","8.5","ACTUAL","100.0","20.4","ACTUAL","100.0","12.4","AGGREGATED","100.0","78.6","AGGREGATED","100.0","13.1","AGGREGATED","100.0"
"Calgary Int'L CS","23-August-2021","6.4","ACTUAL","100.0","13.0","ACTUAL","100.0","9.1","AGGREGATED","100.0","80.8","AGGREGATED","100.0","25.7","AGGREGATED","100.0"
"Calgary Int'L CS","24-August-2021","6.4","ACTUAL","100.0","16.7","ACTUAL","100.0","10.8","AGGREGATED","100.0","64.3","AGGREGATED","100.0","17.0","AGGREGATED","100.0"
"Calgary Int'L CS","25-August-2021","4.7","ACTUAL","100.0","21.1","ACTUAL","100.0","13.1","AGGREGATED","100.0","59.0","AGGREGATED","100.0","14.8","AGGREGATED","100.0"
"Calgary Int'L CS","26-August-2021","5.2","ACTUAL","100.0","22.6","ACTUAL","100.0","14.7","AGGREGATED","100.0","53.3","AGGREGATED","100.0","6.6","AGGREGATED","100.0"
"Calgary Int'L CS","27-August-2021","9.8","ACTUAL","100.0","19.5","ACTUAL","100.0","14.3","AGGREGATED","100.0","62.8","AGGREGATED","100.0","15.5","AGGREGATED","100.0"
"Calgary Int'L CS","28-August-2021","4.9","ACTUAL","100.0","22.0","ACTUAL","100.0","14.5","AGGREGATED","100.0","59.3","AGGREGATED","100.0","7.4","AGGREGATED","100.0"
"Calgary Int'L CS","29-August-2021","8.1","ACTUAL","100.0","24.7","ACTUAL","100.0","16.9","AGGREGATED","100.0","47.7","AGGREGATED","100.0","8.7","AGGREGATED","100.0"
"Calgary Int'L CS","30-August-2021","7.5","ACTUAL","100.0","24.2","ACTUAL","100.0","16.0","AGGREGATED","100.0","51.7","AGGREGATED","100.0","11.5","AGGREGATED","100.0"
"Calgary Int'L CS","31-August-2021","7.5","ACTUAL","100.0","19.0","ACTUAL","100.0","11.9","AGGREGATED","100.0","73.8","AGGREGATED","100.0","15.5","AGGREGATED","100.0"
"Calgary Int'L CS","01-September-2021","4.9","ACTUAL","100.0","15.6","ACTUAL","100.0","9.8","AGGREGATED","100.0","67.3","AGGREGATED","100.0","18.2","AGGREGATED","100.0"
"Calgary Int'L CS","02-September-2021","5.3","ACTUAL","100.0","16.0","ACTUAL","100.0","10.9","AGGREGATED","100.0","62.2","AGGREGATED","100.0","15.7","AGGREGATED","100.0"
"Calgary Int'L CS","03-September-2021","5.4","ACTUAL","100.0","21.0","ACTUAL","100.0","13.7","AGGREGATED","100.0","56.1","AGGREGATED","100.0","7.7","AGGREGATED","100.0"
"Calgary Int'L CS","04-September-2021","4.2","ACTUAL","100.0","24.5","ACTUAL","100.0","14.7","AGGREGATED","100.0","50.7","AGGREGATED","100.0","8.9","AGGREGATED","100.0"
"Calgary Int'L CS","05-September-2021","13.2","ACTUAL","100.0","25.5","ACTUAL","100.0","20.4","AGGREGATED","100.0","33.2","AGGREGATED","100.0","15.8","AGGREGATED","100.0"
"Calgary Int'L CS","06-September-2021","8.1","ACTUAL","100.0","22.5","ACTUAL","100.0","15.5","AGGREGATED","100.0","46.0","AGGREGATED","100.0","10.5","AGGREGATED","100.0"
"Calgary Int'L CS","07-September-2021","6.0","ACTUAL","100.0","23.4","ACTUAL","100.0","14.6","AGGREGATED","100.0","49.3","AGGREGATED","100.0","9.3","AGGREGATED","100.0"
"Calgary Int'L CS","08-September-2021","7.8","ACTUAL","100.0","22.6","ACTUAL","100.0","14.5","AGGREGATED","100.0","56.5","AGGREGATED","100.0","9.6","AGGREGATED","100.0"
"Calgary Int'L CS","09-September-2021","7.8","ACTUAL","100.0","27.4","ACTUAL","100.0","16.9","AGGREGATED","100.0","55.2","AGGREGATED","100.0","8.6","AGGREGATED","100.0"
"Calgary Int'L CS","10-September-2021","7.2","ACTUAL","100.0","20.5","ACTUAL","100.0","14.3","AGGREGATED","100.0","65.9","AGGREGATED","100.0","13.7","AGGREGATED","100.0"
"Calgary Int'L CS","11-September-2021","9.9","ACTUAL","100.0","14.8","ACTUAL","100.0","11.6","AGGREGATED","100.0","88.7","AGGREGATED","100.0","10.6","AGGREGATED","100.0"
"Calgary Int'L CS","12-September-2021","9.4","ACTUAL","100.0","15.9","ACTUAL","100.0","11.8","AGGREGATED","100.0","85.2","AGGREGATED","100.0","11.7","AGGREGATED","100.0"
"Calgary Int'L CS","13-September-2021","5.6","ACTUAL","100.0","17.4","ACTUAL","100.0","11.6","AGGREGATED","100.0","68.5","AGGREGATED","100.0","6.2","AGGREGATED","100.0"
"Calgary Int'L CS","14-September-2021","3.1","ACTUAL","100.0","20.1","ACTUAL","100.0","12.6","AGGREGATED","100.0","50.9","AGGREGATED","100.0","8.9","AGGREGATED","100.0"
"Calgary Int'L CS","15-September-2021","4.0","ACTUAL","100.0","14.3","ACTUAL","100.0","7.8","AGGREGATED","100.0","65.1","AGGREGATED","100.0","17.0","AGGREGATED","100.0"
"Calgary Int'L CS","16-September-2021","1.7","ACTUAL","100.0","14.8","ACTUAL","100.0","8.2","AGGREGATED","100.0","40.4","AGGREGATED","100.0","15.4","AGGREGATED","100.0"
"Calgary Int'L CS","17-September-2021","0.3","ACTUAL","100.0","20.5","ACTUAL","100.0","9.0","AGGREGATED","100.0","52.1","AGGREGATED","100.0","8.1","AGGREGATED","100.0"
"Calgary Int'L CS","18-September-2021","10.8","ACTUAL","100.0","22.1","ACTUAL","100.0","16.6","AGGREGATED","100.0","41.9","AGGREGATED","100.0","22.8","AGGREGATED","100.0"
"Calgary Int'L CS","19-September-2021","3.5","ACTUAL","100.0","17.6","ACTUAL","100.0","11.0","AGGREGATED","100.0","43.9","AGGREGATED","100.0","11.7","AGGREGATED","100.0"
"Calgary Int'L CS","20-September-2021","0.1","ACTUAL","100.0","17.2","ACTUAL","100.0","9.2","AGGREGATED","100.0","51.8","AGGREGATED","100.0","9.3","AGGREGATED","100.0"
"Calgary Int'L CS","21-September-2021","3.2","ACTUAL","100.0","23.0","ACTUAL","100.0","14.3","AGGREGATED","100.0","39.4","AGGREGATED","100.0","16.9","AGGREGATED","100.0"
"Calgary Int'L CS","22-September-2021","10.8","ACTUAL","100.0","17.9","ACTUAL","100.0","14.9","AGGREGATED","100.0","42.9","AGGREGATED","100.0","12.7","AGGREGATED","100.0"
"Calgary Int'L CS","23-September-2021","2.9","ACTUAL","100.0","15.0","ACTUAL","100.0","9.7","AGGREGATED","100.0","49.9","AGGREGATED","100.0","8.8","AGGREGATED","100.0"
"Calgary Int'L CS","24-September-2021","2.2","ACTUAL","100.0","25.4","ACTUAL","100.0","13.7","AGGREGATED","100.0","49.4","AGGREGATED","100.0","10.6","AGGREGATED","100.0"
"Calgary Int'L CS","25-September-2021","7.3","ACTUAL","100.0","20.7","ACTUAL","100.0","15.7","AGGREGATED","100.0","53.6","AGGREGATED","100.0","9.9","AGGREGATED","100.0"
"Calgary Int'L CS","26-September-2021","7.0","ACTUAL","100.0","25.7","ACTUAL","100.0","15.1","AGGREGATED","100.0","54.8","AGGREGATED","100.0","8.8","AGGREGATED","100.0"
"Calgary Int'L CS","27-September-2021","6.6","ACTUAL","100.0","24.2","ACTUAL","100.0","15.7","AGGREGATED","100.0","45.1","AGGREGATED","100.0","16.9","AGGREGATED","100.0"
"Calgary Int'L CS","28-September-2021","7.5","ACTUAL","100.0","17.4","ACTUAL","100.0","12.2","AGGREGATED","100.0","42.1","AGGREGATED","100.0","16.8","AGGREGATED","100.0"
"Calgary Int'L CS","29-September-2021","2.3","ACTUAL","100.0","17.1","ACTUAL","100.0","9.8","AGGREGATED","100.0","40.6","AGGREGATED","100.0","12.2","AGGREGATED","100.0"
"Calgary Int'L CS","30-September-2021","3.9","ACTUAL","100.0","22.6","ACTUAL","100.0","14.0","AGGREGATED","100.0","44.9","AGGREGATED","100.0","13.9","AGGREGATED","100.0"
