Station_Name,Year,Annual_Air_Temp,Annual_Heating_Degree_Days,Annual_Cooling_Degree_Days
Calgary Int'L CS,2018,3.858356164383561,5239.9000000000015,78.19999999999997
Calgary Int'L CS,2019,3.3200000000000016,5376.600000000002,18.400000000000002
Calgary Int'L CS,2020,4.545628415300549,4974.699999999998,50.39999999999999
Calgary Int'L CS,2021,4.928493150684927,4929.900000000001,158.8
