"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Min. Source Flag","Air Temp. Min. Record Completeness (%)","Air Temp. Max. (°C)","Air Temp. Max. Source Flag","Air Temp. Max. Record Completeness (%)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Relative Humidity Avg. (%)","Relative Humidity Avg. Source Flag","Relative Humidity Avg. Record Completeness (%)","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)"
"Calgary Int'L CS","15-February-2019","-23.2","ACTUAL","100.0","-16.9","ACTUAL","100.0","-19.3","AGGREGATED","100.0","76.9","AGGREGATED","100.0","10.3","AGGREGATED","100.0"
"Calgary Int'L CS","16-February-2019","-18.2","ACTUAL","100.0","-15.2","ACTUAL","100.0","-16.7","AGGREGATED","100.0","77.3","AGGREGATED","100.0","27.3","AGGREGATED","100.0"
"Calgary Int'L CS","17-February-2019","-19.6","ACTUAL","100.0","-16.5","ACTUAL","100.0","-17.9","AGGREGATED","100.0","75.6","AGGREGATED","100.0","20.0","AGGREGATED","100.0"
"Calgary Int'L CS","18-February-2019","-24.3","ACTUAL","100.0","-15.5","ACTUAL","100.0","-19.9","AGGREGATED","100.0","73.7","AGGREGATED","100.0","10.1","AGGREGATED","100.0"
"Calgary Int'L CS","19-February-2019","-22.7","ACTUAL","100.0","-1.3","ACTUAL","100.0","-8.4","AGGREGATED","100.0","69.7","AGGREGATED","100.0","8.3","AGGREGATED","100.0"
"Calgary Int'L CS","20-February-2019","-13.4","ACTUAL","100.0","-4.6","ACTUAL","100.0","-6.7","AGGREGATED","100.0","80.8","AGGREGATED","100.0","19.4","AGGREGATED","100.0"
"Calgary Int'L CS","21-February-2019","-19.2","ACTUAL","100.0","-10.0","ACTUAL","100.0","-14.7","AGGREGATED","100.0","71.2","AGGREGATED","100.0","13.4","AGGREGATED","100.0"
"Calgary Int'L CS","22-February-2019","-15.8","ACTUAL","100.0","-0.4","ACTUAL","100.0","-6.9","AGGREGATED","100.0","50.6","AGGREGATED","100.0","12.5","AGGREGATED","100.0"
"Calgary Int'L CS","23-February-2019","-19.9","ACTUAL","100.0","-5.0","ACTUAL","100.0","-14.9","AGGREGATED","100.0","76.8","AGGREGATED","100.0","19.8","AGGREGATED","100.0"
"Calgary Int'L CS","24-February-2019","-24.1","ACTUAL","100.0","-17.5","ACTUAL","100.0","-19.8","AGGREGATED","100.0","73.2","AGGREGATED","100.0","11.0","AGGREGATED","100.0"
"Calgary Int'L CS","25-February-2019","-31.2","ACTUAL","100.0","-18.3","ACTUAL","100.0","-24.0","AGGREGATED","100.0","72.2","AGGREGATED","100.0","6.2","AGGREGATED","100.0"
"Calgary Int'L CS","26-February-2019","-25.9","ACTUAL","100.0","-11.1","ACTUAL","100.0","-19.0","AGGREGATED","100.0","63.0","AGGREGATED","100.0","7.4","AGGREGATED","100.0"
"Calgary Int'L CS","27-February-2019","-23.0","ACTUAL","100.0","-3.3","ACTUAL","100.0","-12.6","AGGREGATED","100.0","52.0","AGGREGATED","100.0","6.4","AGGREGATED","100.0"
"Calgary Int'L CS","28-February-2019","-15.1","ACTUAL","100.0","-4.5","ACTUAL","100.0","-8.9","AGGREGATED","100.0","64.8","AGGREGATED","100.0","11.2","AGGREGATED","100.0"
"Calgary Int'L CS","01-March-2019","-27.9","ACTUAL","100.0","-8.7","ACTUAL","100.0","-19.7","AGGREGATED","100.0","69.8","AGGREGATED","100.0","16.7","AGGREGATED","100.0"
"Calgary Int'L CS","02-March-2019","-32.4","ACTUAL","100.0","-20.6","ACTUAL","100.0","-26.1","AGGREGATED","100.0","62.8","AGGREGATED","100.0","7.0","AGGREGATED","100.0"
"Calgary Int'L CS","03-March-2019","-29.1","ACTUAL","100.0","-14.3","ACTUAL","100.0","-21.8","AGGREGATED","100.0","54.7","AGGREGATED","100.0","5.1","AGGREGATED","100.0"
"Calgary Int'L CS","04-March-2019","-26.1","ACTUAL","100.0","-7.8","ACTUAL","100.0","-17.1","AGGREGATED","100.0","52.5","AGGREGATED","100.0","7.0","AGGREGATED","100.0"
"Calgary Int'L CS","05-March-2019","-21.2","ACTUAL","100.0","-7.4","ACTUAL","100.0","-14.6","AGGREGATED","100.0","55.2","AGGREGATED","100.0","5.7","AGGREGATED","100.0"
"Calgary Int'L CS","06-March-2019","-24.7","ACTUAL","100.0","-12.4","ACTUAL","100.0","-17.8","AGGREGATED","100.0","75.6","AGGREGATED","100.0","15.8","AGGREGATED","100.0"
"Calgary Int'L CS","07-March-2019","-17.3","ACTUAL","100.0","-9.2","ACTUAL","100.0","-13.3","AGGREGATED","100.0","75.6","AGGREGATED","100.0","13.2","AGGREGATED","100.0"
"Calgary Int'L CS","08-March-2019","-13.9","ACTUAL","100.0","-4.9","ACTUAL","100.0","-8.0","AGGREGATED","100.0","76.1","AGGREGATED","100.0","6.0","AGGREGATED","100.0"
"Calgary Int'L CS","09-March-2019","-15.0","ACTUAL","100.0","-3.8","ACTUAL","100.0","-6.5","AGGREGATED","100.0","60.8","AGGREGATED","100.0","9.3","AGGREGATED","100.0"
"Calgary Int'L CS","10-March-2019","-16.2","ACTUAL","100.0","1.8","ACTUAL","100.0","-6.7","AGGREGATED","100.0","55.2","AGGREGATED","100.0","8.8","AGGREGATED","100.0"
"Calgary Int'L CS","11-March-2019","-4.0","ACTUAL","100.0","9.7","ACTUAL","100.0","4.5","AGGREGATED","100.0","39.8","AGGREGATED","100.0","19.8","AGGREGATED","100.0"
"Calgary Int'L CS","12-March-2019","-2.4","ACTUAL","100.0","4.6","ACTUAL","100.0","0.6","AGGREGATED","100.0","66.0","AGGREGATED","100.0","13.9","AGGREGATED","100.0"
"Calgary Int'L CS","13-March-2019","-6.5","ACTUAL","100.0","0.9","ACTUAL","100.0","-2.6","AGGREGATED","100.0","70.1","AGGREGATED","100.0","10.8","AGGREGATED","100.0"
"Calgary Int'L CS","14-March-2019","-10.6","ACTUAL","100.0","1.8","ACTUAL","100.0","-3.2","AGGREGATED","100.0","56.1","AGGREGATED","100.0","10.8","AGGREGATED","100.0"
"Calgary Int'L CS","15-March-2019","-3.8","ACTUAL","100.0","3.2","ACTUAL","100.0","-0.0","AGGREGATED","100.0","55.9","AGGREGATED","100.0","15.6","AGGREGATED","100.0"
"Calgary Int'L CS","16-March-2019","-9.5","ACTUAL","100.0","4.4","ACTUAL","100.0","-1.9","AGGREGATED","100.0","63.1","AGGREGATED","100.0","6.5","AGGREGATED","100.0"
"Calgary Int'L CS","17-March-2019","-7.0","ACTUAL","100.0","10.5","ACTUAL","100.0","1.7","AGGREGATED","100.0","59.4","AGGREGATED","100.0","7.4","AGGREGATED","100.0"
"Calgary Int'L CS","18-March-2019","-2.3","ACTUAL","100.0","10.9","ACTUAL","100.0","4.4","AGGREGATED","100.0","46.4","AGGREGATED","100.0","8.0","AGGREGATED","100.0"
"Calgary Int'L CS","19-March-2019","-2.5","ACTUAL","95.8","15.6","ACTUAL","95.8","5.9","AGGREGATED","95.8","50.7","AGGREGATED","100.0","5.3","AGGREGATED","100.0"
"Calgary Int'L CS","20-March-2019","-2.5","ACTUAL","100.0","16.5","ACTUAL","100.0","6.1","AGGREGATED","100.0","54.8","AGGREGATED","100.0","5.9","AGGREGATED","100.0"
"Calgary Int'L CS","21-March-2019","-2.6","ACTUAL","100.0","13.0","ACTUAL","100.0","5.2","AGGREGATED","100.0","65.2","AGGREGATED","100.0","9.5","AGGREGATED","100.0"
"Calgary Int'L CS","22-March-2019","-3.7","ACTUAL","100.0","15.0","ACTUAL","100.0","5.6","AGGREGATED","100.0","68.4","AGGREGATED","100.0","6.5","AGGREGATED","100.0"
"Calgary Int'L CS","23-March-2019","-3.4","ACTUAL","100.0","10.6","ACTUAL","100.0","3.0","AGGREGATED","100.0","77.4","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Calgary Int'L CS","24-March-2019","-1.0","ACTUAL","100.0","1.5","ACTUAL","100.0","-0.0","AGGREGATED","100.0","95.2","AGGREGATED","100.0","11.8","AGGREGATED","100.0"
"Calgary Int'L CS","25-March-2019","-1.9","ACTUAL","100.0","9.7","ACTUAL","100.0","2.0","AGGREGATED","100.0","85.6","AGGREGATED","100.0","12.4","AGGREGATED","100.0"
"Calgary Int'L CS","26-March-2019","-0.8","ACTUAL","100.0","13.4","ACTUAL","100.0","4.1","AGGREGATED","100.0","74.3","AGGREGATED","100.0","14.1","AGGREGATED","100.0"
"Calgary Int'L CS","27-March-2019","-2.8","ACTUAL","100.0","5.5","ACTUAL","100.0","1.2","AGGREGATED","100.0","80.8","AGGREGATED","100.0","14.1","AGGREGATED","100.0"
"Calgary Int'L CS","28-March-2019","-3.9","ACTUAL","100.0","7.9","ACTUAL","100.0","1.3","AGGREGATED","100.0","67.5","AGGREGATED","100.0","13.9","AGGREGATED","100.0"
"Calgary Int'L CS","29-March-2019","-4.2","ACTUAL","100.0","9.8","ACTUAL","100.0","2.6","AGGREGATED","100.0","58.8","AGGREGATED","100.0","8.3","AGGREGATED","100.0"
"Calgary Int'L CS","30-March-2019","-2.9","ACTUAL","100.0","12.8","ACTUAL","100.0","5.1","AGGREGATED","100.0","48.9","AGGREGATED","100.0","15.8","AGGREGATED","100.0"
"Calgary Int'L CS","31-March-2019","0.3","ACTUAL","100.0","9.9","ACTUAL","100.0","3.9","AGGREGATED","100.0","58.6","AGGREGATED","100.0","14.7","AGGREGATED","100.0"
"Calgary Int'L CS","01-April-2019","-0.5","ACTUAL","100.0","8.7","ACTUAL","100.0","3.3","AGGREGATED","100.0","60.6","AGGREGATED","100.0","16.7","AGGREGATED","100.0"
"Calgary Int'L CS","02-April-2019","-4.9","ACTUAL","100.0","9.7","ACTUAL","100.0","3.3","AGGREGATED","100.0","54.9","AGGREGATED","100.0","11.7","AGGREGATED","100.0"
"Calgary Int'L CS","03-April-2019","-4.6","ACTUAL","100.0","12.6","ACTUAL","100.0","4.5","AGGREGATED","100.0","47.9","AGGREGATED","100.0","10.5","AGGREGATED","100.0"
"Calgary Int'L CS","04-April-2019","1.0","ACTUAL","100.0","12.1","ACTUAL","100.0","6.7","AGGREGATED","100.0","52.0","AGGREGATED","100.0","14.0","AGGREGATED","100.0"
"Calgary Int'L CS","05-April-2019","-2.1","ACTUAL","100.0","10.3","ACTUAL","100.0","3.9","AGGREGATED","100.0","71.3","AGGREGATED","100.0","15.7","AGGREGATED","100.0"
"Calgary Int'L CS","06-April-2019","-0.6","ACTUAL","100.0","13.3","ACTUAL","100.0","6.3","AGGREGATED","100.0","48.2","AGGREGATED","100.0","20.8","AGGREGATED","100.0"
"Calgary Int'L CS","07-April-2019","-0.5","ACTUAL","100.0","13.1","ACTUAL","100.0","6.2","AGGREGATED","100.0","38.0","AGGREGATED","100.0","13.6","AGGREGATED","100.0"
"Calgary Int'L CS","08-April-2019","-2.7","ACTUAL","100.0","12.9","ACTUAL","100.0","6.3","AGGREGATED","100.0","35.6","AGGREGATED","100.0","11.0","AGGREGATED","100.0"
"Calgary Int'L CS","09-April-2019","-5.2","ACTUAL","100.0","13.2","ACTUAL","100.0","5.0","AGGREGATED","100.0","41.9","AGGREGATED","100.0","10.1","AGGREGATED","100.0"
"Calgary Int'L CS","10-April-2019","1.4","ACTUAL","100.0","12.1","ACTUAL","100.0","5.9","AGGREGATED","100.0","54.2","AGGREGATED","100.0","13.9","AGGREGATED","100.0"
"Calgary Int'L CS","11-April-2019","0.3","ACTUAL","100.0","5.4","ACTUAL","100.0","2.2","AGGREGATED","100.0","85.0","AGGREGATED","100.0","12.7","AGGREGATED","100.0"
"Calgary Int'L CS","12-April-2019","-1.5","ACTUAL","100.0","7.9","ACTUAL","100.0","1.9","AGGREGATED","100.0","73.8","AGGREGATED","100.0","12.5","AGGREGATED","100.0"
"Calgary Int'L CS","13-April-2019","-3.4","ACTUAL","100.0","11.6","ACTUAL","100.0","4.8","AGGREGATED","100.0","49.3","AGGREGATED","100.0","9.7","AGGREGATED","100.0"
"Calgary Int'L CS","14-April-2019","-1.1","ACTUAL","100.0","9.7","ACTUAL","100.0","4.2","AGGREGATED","100.0","54.5","AGGREGATED","100.0","15.7","AGGREGATED","100.0"
"Calgary Int'L CS","15-April-2019","-4.8","ACTUAL","100.0","9.7","ACTUAL","100.0","3.0","AGGREGATED","100.0","48.9","AGGREGATED","100.0","6.7","AGGREGATED","100.0"
"Calgary Int'L CS","16-April-2019","-6.9","ACTUAL","100.0","12.3","ACTUAL","100.0","4.5","AGGREGATED","100.0","43.3","AGGREGATED","100.0","8.1","AGGREGATED","100.0"
"Calgary Int'L CS","17-April-2019","0.4","ACTUAL","100.0","15.1","ACTUAL","100.0","7.5","AGGREGATED","100.0","33.7","AGGREGATED","100.0","15.8","AGGREGATED","100.0"
"Calgary Int'L CS","18-April-2019","-0.4","ACTUAL","100.0","20.4","ACTUAL","100.0","10.0","AGGREGATED","100.0","43.2","AGGREGATED","100.0","12.6","AGGREGATED","100.0"
"Calgary Int'L CS","19-April-2019","2.3","ACTUAL","100.0","11.0","ACTUAL","100.0","5.9","AGGREGATED","100.0","70.3","AGGREGATED","100.0","14.2","AGGREGATED","100.0"
"Calgary Int'L CS","20-April-2019","-0.2","ACTUAL","100.0","10.2","ACTUAL","100.0","5.0","AGGREGATED","100.0","58.8","AGGREGATED","100.0","9.5","AGGREGATED","100.0"
"Calgary Int'L CS","21-April-2019","-1.0","ACTUAL","100.0","16.5","ACTUAL","100.0","8.3","AGGREGATED","100.0","41.3","AGGREGATED","100.0","10.1","AGGREGATED","100.0"
"Calgary Int'L CS","22-April-2019","-2.3","ACTUAL","100.0","20.1","ACTUAL","100.0","10.4","AGGREGATED","100.0","32.1","AGGREGATED","100.0","15.2","AGGREGATED","100.0"
"Calgary Int'L CS","23-April-2019","1.9","ACTUAL","100.0","18.1","ACTUAL","100.0","11.6","AGGREGATED","100.0","35.0","AGGREGATED","100.0","17.0","AGGREGATED","100.0"
"Calgary Int'L CS","24-April-2019","-0.3","ACTUAL","100.0","14.5","ACTUAL","100.0","6.2","AGGREGATED","100.0","45.7","AGGREGATED","100.0","15.6","AGGREGATED","100.0"
"Calgary Int'L CS","25-April-2019","-3.5","ACTUAL","100.0","12.6","ACTUAL","100.0","5.5","AGGREGATED","100.0","34.4","AGGREGATED","100.0","9.8","AGGREGATED","100.0"
"Calgary Int'L CS","26-April-2019","-0.6","ACTUAL","100.0","9.7","ACTUAL","100.0","4.3","AGGREGATED","100.0","44.4","AGGREGATED","100.0","16.7","AGGREGATED","100.0"
"Calgary Int'L CS","27-April-2019","-2.6","ACTUAL","100.0","4.8","ACTUAL","100.0","0.7","AGGREGATED","100.0","87.2","AGGREGATED","100.0","27.0","AGGREGATED","100.0"
"Calgary Int'L CS","28-April-2019","-5.1","ACTUAL","100.0","2.6","ACTUAL","100.0","-1.5","AGGREGATED","100.0","71.6","AGGREGATED","100.0","18.4","AGGREGATED","100.0"
"Calgary Int'L CS","29-April-2019","-6.3","ACTUAL","100.0","5.1","ACTUAL","100.0","-0.4","AGGREGATED","100.0","63.4","AGGREGATED","100.0","7.1","AGGREGATED","100.0"
"Calgary Int'L CS","30-April-2019","-5.9","ACTUAL","100.0","3.5","ACTUAL","100.0","-0.7","AGGREGATED","100.0","70.2","AGGREGATED","100.0","14.1","AGGREGATED","100.0"
"Calgary Int'L CS","01-May-2019","-2.7","ACTUAL","100.0","7.1","ACTUAL","100.0","2.0","AGGREGATED","100.0","62.3","AGGREGATED","100.0","13.6","AGGREGATED","100.0"
"Calgary Int'L CS","02-May-2019","-0.6","ACTUAL","100.0","10.9","ACTUAL","100.0","3.0","AGGREGATED","100.0","71.6","AGGREGATED","100.0","15.6","AGGREGATED","100.0"
"Calgary Int'L CS","03-May-2019","-0.6","ACTUAL","100.0","8.0","ACTUAL","100.0","2.6","AGGREGATED","100.0","74.6","AGGREGATED","100.0","16.9","AGGREGATED","100.0"
"Calgary Int'L CS","04-May-2019","-2.8","ACTUAL","100.0","-0.2","ACTUAL","100.0","-1.4","AGGREGATED","100.0","89.3","AGGREGATED","100.0","11.8","AGGREGATED","100.0"
"Calgary Int'L CS","05-May-2019","-3.7","ACTUAL","100.0","2.8","ACTUAL","100.0","-0.5","AGGREGATED","100.0","82.5","AGGREGATED","100.0","11.2","AGGREGATED","100.0"
"Calgary Int'L CS","06-May-2019","-3.7","ACTUAL","100.0","12.0","ACTUAL","100.0","4.7","AGGREGATED","100.0","63.3","AGGREGATED","100.0","8.1","AGGREGATED","100.0"
"Calgary Int'L CS","07-May-2019","0.5","ACTUAL","100.0","10.9","ACTUAL","100.0","5.6","AGGREGATED","100.0","76.3","AGGREGATED","100.0","10.0","AGGREGATED","100.0"
"Calgary Int'L CS","08-May-2019","1.4","ACTUAL","100.0","12.9","ACTUAL","100.0","6.5","AGGREGATED","100.0","76.3","AGGREGATED","100.0","7.7","AGGREGATED","100.0"
"Calgary Int'L CS","09-May-2019","1.7","ACTUAL","100.0","17.6","ACTUAL","100.0","10.2","AGGREGATED","100.0","53.4","AGGREGATED","100.0","8.8","AGGREGATED","100.0"
"Calgary Int'L CS","10-May-2019","4.9","ACTUAL","100.0","19.2","ACTUAL","100.0","13.6","AGGREGATED","100.0","42.8","AGGREGATED","100.0","23.9","AGGREGATED","100.0"
"Calgary Int'L CS","11-May-2019","0.4","ACTUAL","100.0","23.7","ACTUAL","100.0","13.4","AGGREGATED","100.0","41.6","AGGREGATED","100.0","10.7","AGGREGATED","100.0"
"Calgary Int'L CS","12-May-2019","10.7","ACTUAL","100.0","21.3","ACTUAL","100.0","16.3","AGGREGATED","100.0","40.4","AGGREGATED","100.0","12.7","AGGREGATED","100.0"
"Calgary Int'L CS","13-May-2019","5.4","ACTUAL","100.0","19.3","ACTUAL","100.0","13.2","AGGREGATED","100.0","44.8","AGGREGATED","100.0","11.4","AGGREGATED","100.0"
"Calgary Int'L CS","14-May-2019","8.2","ACTUAL","100.0","20.0","ACTUAL","100.0","13.5","AGGREGATED","100.0","60.0","AGGREGATED","100.0","10.1","AGGREGATED","100.0"
"Calgary Int'L CS","15-May-2019","7.8","ACTUAL","100.0","17.4","ACTUAL","100.0","11.8","AGGREGATED","100.0","64.5","AGGREGATED","100.0","18.7","AGGREGATED","100.0"
"Calgary Int'L CS","16-May-2019","5.5","ACTUAL","100.0","8.3","ACTUAL","100.0","6.8","AGGREGATED","100.0","78.1","AGGREGATED","100.0","15.2","AGGREGATED","100.0"
"Calgary Int'L CS","17-May-2019","2.5","ACTUAL","100.0","7.3","ACTUAL","100.0","4.9","AGGREGATED","100.0","85.7","AGGREGATED","100.0","13.7","AGGREGATED","100.0"
"Calgary Int'L CS","18-May-2019","1.9","ACTUAL","100.0","6.3","ACTUAL","100.0","3.7","AGGREGATED","100.0","84.4","AGGREGATED","100.0","19.1","AGGREGATED","100.0"
"Calgary Int'L CS","19-May-2019","0.8","ACTUAL","100.0","11.7","ACTUAL","100.0","5.7","AGGREGATED","100.0","66.1","AGGREGATED","100.0","15.4","AGGREGATED","100.0"
"Calgary Int'L CS","20-May-2019","-3.1","ACTUAL","100.0","9.2","ACTUAL","100.0","4.9","AGGREGATED","100.0","61.5","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Calgary Int'L CS","21-May-2019","3.7","ACTUAL","100.0","7.4","ACTUAL","100.0","5.7","AGGREGATED","100.0","79.1","AGGREGATED","100.0","7.4","AGGREGATED","100.0"
"Calgary Int'L CS","22-May-2019","2.5","ACTUAL","100.0","18.1","ACTUAL","100.0","10.5","AGGREGATED","100.0","58.8","AGGREGATED","100.0","7.3","AGGREGATED","100.0"
"Calgary Int'L CS","23-May-2019","4.4","ACTUAL","100.0","21.0","ACTUAL","100.0","13.4","AGGREGATED","100.0","44.1","AGGREGATED","100.0","10.0","AGGREGATED","100.0"
"Calgary Int'L CS","24-May-2019","7.0","ACTUAL","100.0","17.4","ACTUAL","100.0","11.1","AGGREGATED","100.0","68.0","AGGREGATED","100.0","16.1","AGGREGATED","100.0"
"Calgary Int'L CS","25-May-2019","2.9","ACTUAL","100.0","12.3","ACTUAL","100.0","8.5","AGGREGATED","100.0","82.4","AGGREGATED","100.0","15.8","AGGREGATED","100.0"
"Calgary Int'L CS","26-May-2019","0.5","ACTUAL","100.0","16.7","ACTUAL","100.0","9.6","AGGREGATED","100.0","54.3","AGGREGATED","100.0","7.0","AGGREGATED","100.0"
"Calgary Int'L CS","27-May-2019","2.8","ACTUAL","100.0","19.8","ACTUAL","100.0","12.6","AGGREGATED","100.0","47.0","AGGREGATED","100.0","10.5","AGGREGATED","100.0"
"Calgary Int'L CS","28-May-2019","4.4","ACTUAL","100.0","22.4","ACTUAL","100.0","14.5","AGGREGATED","100.0","39.4","AGGREGATED","100.0","8.1","AGGREGATED","100.0"
"Calgary Int'L CS","29-May-2019","4.9","ACTUAL","100.0","26.4","ACTUAL","100.0","17.3","AGGREGATED","100.0","38.9","AGGREGATED","100.0","7.9","AGGREGATED","100.0"
"Calgary Int'L CS","30-May-2019","10.1","ACTUAL","100.0","24.6","ACTUAL","100.0","17.4","AGGREGATED","100.0","42.2","AGGREGATED","100.0","20.6","AGGREGATED","100.0"
"Calgary Int'L CS","31-May-2019","9.3","ACTUAL","100.0","21.8","ACTUAL","100.0","15.1","AGGREGATED","100.0","52.0","AGGREGATED","100.0","10.2","AGGREGATED","100.0"
"Calgary Int'L CS","01-June-2019","6.5","ACTUAL","100.0","27.2","ACTUAL","100.0","18.0","AGGREGATED","100.0","47.7","AGGREGATED","100.0","8.3","AGGREGATED","100.0"
"Calgary Int'L CS","02-June-2019","8.2","ACTUAL","100.0","25.8","ACTUAL","100.0","19.2","AGGREGATED","100.0","41.1","AGGREGATED","100.0","12.5","AGGREGATED","100.0"
"Calgary Int'L CS","03-June-2019","11.0","ACTUAL","100.0","24.5","ACTUAL","100.0","17.5","AGGREGATED","100.0","48.9","AGGREGATED","100.0","17.7","AGGREGATED","100.0"
"Calgary Int'L CS","04-June-2019","8.0","ACTUAL","100.0","23.3","ACTUAL","100.0","15.0","AGGREGATED","100.0","46.9","AGGREGATED","100.0","18.6","AGGREGATED","100.0"
"Calgary Int'L CS","05-June-2019","5.4","ACTUAL","100.0","22.8","ACTUAL","100.0","14.6","AGGREGATED","100.0","42.8","AGGREGATED","100.0","12.2","AGGREGATED","100.0"
"Calgary Int'L CS","06-June-2019","6.9","ACTUAL","100.0","18.0","ACTUAL","100.0","11.5","AGGREGATED","100.0","64.8","AGGREGATED","100.0","15.4","AGGREGATED","100.0"
"Calgary Int'L CS","07-June-2019","2.1","ACTUAL","100.0","8.3","ACTUAL","100.0","4.4","AGGREGATED","100.0","85.9","AGGREGATED","100.0","23.2","AGGREGATED","100.0"
"Calgary Int'L CS","08-June-2019","3.6","ACTUAL","100.0","13.9","ACTUAL","100.0","7.9","AGGREGATED","100.0","64.8","AGGREGATED","100.0","12.0","AGGREGATED","100.0"
"Calgary Int'L CS","09-June-2019","2.3","ACTUAL","100.0","19.4","ACTUAL","100.0","10.6","AGGREGATED","100.0","59.3","AGGREGATED","100.0","10.5","AGGREGATED","100.0"
"Calgary Int'L CS","10-June-2019","5.6","ACTUAL","100.0","19.5","ACTUAL","100.0","13.1","AGGREGATED","100.0","54.7","AGGREGATED","100.0","11.7","AGGREGATED","100.0"
"Calgary Int'L CS","11-June-2019","5.9","ACTUAL","100.0","21.2","ACTUAL","100.0","14.4","AGGREGATED","100.0","56.0","AGGREGATED","100.0","8.2","AGGREGATED","100.0"
"Calgary Int'L CS","12-June-2019","8.0","ACTUAL","100.0","25.1","ACTUAL","100.0","18.0","AGGREGATED","100.0","45.7","AGGREGATED","100.0","7.6","AGGREGATED","100.0"
"Calgary Int'L CS","13-June-2019","11.0","ACTUAL","100.0","27.4","ACTUAL","100.0","18.0","AGGREGATED","100.0","57.1","AGGREGATED","100.0","14.4","AGGREGATED","100.0"
"Calgary Int'L CS","14-June-2019","11.2","ACTUAL","100.0","18.9","ACTUAL","100.0","14.3","AGGREGATED","100.0","69.7","AGGREGATED","100.0","17.3","AGGREGATED","100.0"
"Calgary Int'L CS","15-June-2019","10.4","ACTUAL","100.0","21.1","ACTUAL","100.0","15.4","AGGREGATED","100.0","53.6","AGGREGATED","100.0","13.3","AGGREGATED","100.0"
"Calgary Int'L CS","16-June-2019","6.5","ACTUAL","100.0","22.2","ACTUAL","100.0","15.5","AGGREGATED","100.0","56.9","AGGREGATED","100.0","10.1","AGGREGATED","100.0"
"Calgary Int'L CS","17-June-2019","7.3","ACTUAL","100.0","24.4","ACTUAL","100.0","15.9","AGGREGATED","100.0","61.0","AGGREGATED","100.0","14.5","AGGREGATED","100.0"
"Calgary Int'L CS","18-June-2019","9.9","ACTUAL","100.0","20.9","ACTUAL","100.0","15.6","AGGREGATED","100.0","65.9","AGGREGATED","100.0","14.3","AGGREGATED","100.0"
"Calgary Int'L CS","19-June-2019","7.1","ACTUAL","100.0","15.7","ACTUAL","100.0","10.2","AGGREGATED","100.0","72.7","AGGREGATED","100.0","23.8","AGGREGATED","100.0"
"Calgary Int'L CS","20-June-2019","5.8","ACTUAL","100.0","12.4","ACTUAL","100.0","7.9","AGGREGATED","100.0","74.2","AGGREGATED","100.0","20.5","AGGREGATED","100.0"
"Calgary Int'L CS","21-June-2019","5.3","ACTUAL","100.0","12.0","ACTUAL","100.0","8.9","AGGREGATED","100.0","87.4","AGGREGATED","100.0","22.8","AGGREGATED","100.0"
"Calgary Int'L CS","22-June-2019","7.6","ACTUAL","100.0","19.7","ACTUAL","100.0","13.2","AGGREGATED","100.0","63.8","AGGREGATED","100.0","21.2","AGGREGATED","100.0"
"Calgary Int'L CS","23-June-2019","10.0","ACTUAL","100.0","17.9","ACTUAL","100.0","12.9","AGGREGATED","100.0","71.2","AGGREGATED","100.0","11.9","AGGREGATED","100.0"
"Calgary Int'L CS","24-June-2019","8.5","ACTUAL","100.0","18.4","ACTUAL","100.0","13.0","AGGREGATED","100.0","60.0","AGGREGATED","100.0","12.8","AGGREGATED","100.0"
"Calgary Int'L CS","25-June-2019","7.4","ACTUAL","100.0","18.3","ACTUAL","100.0","12.7","AGGREGATED","100.0","63.7","AGGREGATED","100.0","13.5","AGGREGATED","100.0"
"Calgary Int'L CS","26-June-2019","7.0","ACTUAL","100.0","20.7","ACTUAL","100.0","14.5","AGGREGATED","100.0","61.6","AGGREGATED","100.0","9.7","AGGREGATED","100.0"
"Calgary Int'L CS","27-June-2019","8.1","ACTUAL","100.0","16.3","ACTUAL","100.0","12.6","AGGREGATED","100.0","85.5","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Calgary Int'L CS","28-June-2019","4.5","ACTUAL","100.0","21.6","ACTUAL","100.0","13.8","AGGREGATED","100.0","53.6","AGGREGATED","100.0","11.0","AGGREGATED","100.0"
"Calgary Int'L CS","29-June-2019","7.0","ACTUAL","100.0","20.4","ACTUAL","100.0","14.7","AGGREGATED","100.0","44.0","AGGREGATED","100.0","19.7","AGGREGATED","100.0"
"Calgary Int'L CS","30-June-2019","7.4","ACTUAL","100.0","20.9","ACTUAL","100.0","14.9","AGGREGATED","100.0","56.5","AGGREGATED","100.0","8.6","AGGREGATED","100.0"
"Calgary Int'L CS","01-July-2019","8.2","ACTUAL","100.0","24.6","ACTUAL","100.0","14.2","AGGREGATED","100.0","58.8","AGGREGATED","100.0","17.8","AGGREGATED","100.0"
"Calgary Int'L CS","02-July-2019","6.9","ACTUAL","100.0","17.5","ACTUAL","100.0","11.3","AGGREGATED","100.0","66.5","AGGREGATED","100.0","9.4","AGGREGATED","100.0"
