Realname,Name,Date,Air_Temp_Avg,sum(Heating_kWh),sum(Cooling_kWh),sum(Electricity_kWh),sum(Natural_Gas_kWh),sum(Domestic_Water_m3)
Aurora Hall,b5,2018-10,3.5935483870967735,64366.718160000004,26361.742746499996,63948.54000000004,0.0,821.0600000000001
Aurora Hall,b5,2018-11,-0.6566666666666667,57925.04633999999,13257.069571400001,59941.1100000001,0.0,764.6099999999999
Aurora Hall,b5,2018-12,-3.5161290322580645,83725.06698000002,13835.8852147,58836.87000000011,0.0,634.9499999999998
Aurora Hall,b5,2019-01,-3.938709677419355,95697.29878000001,13704.003233199997,59395.8899999999,0.0,738.1799999999998
Aurora Hall,b5,2019-02,-18.524999999999995,231433.51847999997,6301.028005,54861.560000000056,0.0,698.34
Aurora Hall,b5,2019-03,-3.293548387096774,80594.50891999996,18557.2601524,62510.679999999935,0.0,816.6899999999999
Aurora Hall,b5,2019-04,4.826666666666667,37894.474760000005,25441.4995867,58458.810000000056,0.0,756.2600000000003
Aurora Hall,b5,2019-05,8.90967741935484,17975.01438,28281.358255000003,55441.45999999996,0.0,497.47999999999996
Aurora Hall,b5,2019-06,13.606666666666664,13016.677080000001,44916.0729835,52520.72999999998,0.0,387.03
Aurora Hall,b5,2019-07,15.66451612903226,9927.785719999996,44572.25788,49630.840000000084,0.0,328.57
Aurora Hall,b5,2019-08,15.27741935483871,9836.118980000003,43236.14570000001,50649.439999999944,0.0,367.04999999999995
Aurora Hall,b5,2019-09,10.736666666666668,28777.8008,38816.69772000001,61109.64999999991,0.0,905.1
Aurora Hall,b5,2019-10,2.016129032258065,44308.368780000004,23703.5881416,63778.53000000003,0.0,1009.6299999999999
Aurora Hall,b5,2019-11,-2.25,60050.04804000001,22479.996699299994,60113.810000000056,0.0,869.0899999999999
Aurora Hall,b5,2019-12,-4.864516129032258,60636.159620000006,10122.674757800001,43092.97999999998,0.0,667.4599999999999
Aurora Hall,b5,2020-01,-8.803225806451614,115572.31468,4610.007931100001,49190.44950000021,0.0,748.0799999999999
Aurora Hall,b5,2020-02,-3.668965517241378,75516.72708000001,7092.319894000001,55743.76299999997,0.0,876.81
Aurora Hall,b5,2020-03,-4.5516129032258075,81041.7315,8915.2219494,60344.36350000006,0.0,1099.75
Aurora Hall,b5,2020-04,2.2766666666666664,40838.921559999995,17742.522577800002,57009.987000000096,0.0,888.2499999999999
Aurora Hall,b5,2020-05,9.509677419354837,21077.794639999996,28014.663581300003,57162.121,0.0,728.3100000000001
Aurora Hall,b5,2020-06,13.783333333333335,12355.565440000002,42501.166571400005,53765.89000000019,0.0,631.7299999999999
Aurora Hall,b5,2020-07,16.60322580645161,9352.785259999997,71953.3451369,50500.55000000005,0.0,516.03
Aurora Hall,b5,2020-08,17.22258064516129,7638.8949999999995,79480.87418400001,49352.34099999993,0.0,232.70999999999995
Aurora Hall,b5,2020-09,12.62,12261.12092,76723.07541529999,48974.174000000174,0.0,259.93
Aurora Hall,b5,2020-10,2.4870967741935486,49075.03926000001,70392.7403033,50487.63600000006,0.0,261.19000000000005
Aurora Hall,b5,2020-11,-0.6799999999999997,53150.04252000001,8170.8214316,49268.261000000115,0.0,313.32
Aurora Hall,b5,2020-12,-2.464516129032258,61825.049459999995,0.0,49467.97099999996,0.0,257.1
Aurora Hall,b5,2021-01,-4.529032258064516,64350.05148000001,4595.354377600001,47831.219999999914,0.0,186.60999999999999
Aurora Hall,b5,2021-02,-12.628571428571428,119594.54012,0.0,43713.98500000016,0.0,685.0400000000001
Aurora Hall,b5,2021-03,1.7967741935483867,26788.910320000003,0.0,49236.82699999993,0.0,503.19999999999993
Aurora Hall,b5,2021-04,4.203333333333333,29505.579159999998,0.0,48126.22499999998,0.0,200.49
Aurora Hall,b5,2021-05,8.996774193548385,14477.789360000002,0.0,48167.243000000075,0.0,62.81
Aurora Hall,b5,2021-06,17.540000000000003,4380.5590600000005,11250.9983773,45103.881999999925,0.0,123.70999999999998
Aurora Hall,b5,2021-07,19.3483870967742,4272.225640000001,40531.72898100001,45929.11699999997,0.0,497.1
Aurora Hall,b5,2021-08,16.609677419354842,10125.008100000001,41164.76249219999,48759.18900000019,0.0,546.42
Aurora Hall,b5,2021-09,12.993333333333332,29491.69026,39256.86982649999,60029.21799999988,0.0,857.8199999999998
