year,month,day,hour,minute,open,close,high,low,volume,number_of_trades
2023,4,3,2,45,27806.16,27732.72,27836.03,27732.55,3.92138847,131
2023,4,3,3,45,27747.8,27772.93,27787.71,27747.8,7.42527434,124
2023,4,3,4,45,27651.51,27718.21,27780.2,27608.67,6.65176373,119
2023,4,3,5,45,27744.21,27677.99,27744.21,27677.99,0.71460179,41
2023,4,3,6,45,27739.18,27786.09,27805.64,27735.42,0.37540848,45
2023,4,3,7,45,27905,27973.28,27973.28,27891.7,0.10268986,40
2023,4,3,8,45,28327.67,28324.31,28358.02,28295.57,2.4021546,61
2023,4,3,9,45,28351.1,28354.5,28357.85,28318.47,0.20392111,33
2023,4,3,10,45,28364.07,28322.99,28389.1,28322.99,1.72703268,78
2023,4,3,11,45,28292.65,28273.97,28299.25,28242.82,0.83073862,32
2023,4,3,12,45,28098.17,28151.43,28151.43,28086,2.24083445,65
2023,4,3,13,45,28228.76,28247.58,28383.88,28222.77,6.3098524,162
2023,4,3,14,45,28085.58,28007.2,28085.58,27964.94,1.98645385,125
2023,4,3,15,45,28060.22,28065.15,28088.61,28011.42,2.57576676,67
2023,4,3,16,45,28025.58,27947.57,28049.14,27941.11,4.91845083,784
2023,4,3,17,45,28001.99,27988.48,28069.82,27952,11.01388621,192
2023,4,3,18,45,28162.84,28155.19,28230.24,28129.12,3.77695984,90
2023,4,3,19,45,28170.56,28090.83,28172.98,28044.68,34.72522886,142
2023,4,3,20,45,27797.24,27575,27797.24,27500,43.46134082,475
2023,4,3,21,45,27591.9,27729.51,27783.77,27574.24,7.52573984,165
2023,4,3,22,45,27870,27807.57,27892.89,27790.48,1.17445719,89
2023,4,3,23,45,27888.65,27818.03,27904.84,27758.76,7.17513418,148
2023,4,4,0,45,27751.02,27766.64,27772.64,27742.23,0.27171268,24
2023,4,4,1,45,27826.41,27817.77,27835.5,27790.14,0.17988619,47
2023,4,4,2,45,27932.06,27861.66,27932.06,27860.94,2.11345888,98
2023,4,4,3,45,27893.28,27865.5,27901.38,27865.5,1.10258699,58
2023,4,4,4,45,27791.02,27829.48,27842.89,27791.02,0.32927446,17
2023,4,4,5,45,27928.64,27899.2,27928.64,27899.2,0.18935864,24
2023,4,4,6,45,28039.63,28096.3,28150,28025.3,1.27245567,103
2023,4,4,8,45,28100,28099.57,28139.11,28064.89,0.164036,46
2023,4,4,9,45,28176.69,28189.92,28202.16,28140.28,5.99969065,119
2023,4,4,10,45,28218.81,28211.95,28252.31,28204.55,0.4409104,33
2023,4,4,11,45,28245.32,28292.26,28320.55,28243.3,0.89658693,76
2023,4,4,12,45,28262.8,28274.95,28299.96,28221.46,1.48114705,70
2023,4,4,13,45,28184.18,28089.99,28229.36,28089.99,10.45230959,239
2023,4,4,14,45,28201.32,28145.32,28229.3,28115.78,1.66926787,83
2023,4,4,15,45,28065.27,28033.81,28100,28029.1,1.07948262,474
2023,4,4,16,45,28129.59,28103.37,28129.97,28078.58,1.44800745,76
2023,4,4,17,45,28232.02,28232.25,28249.99,28180.93,2.75432621,92
2023,4,4,18,45,28200,28114.59,28207.72,28087.98,9.64367514,142
2023,4,4,19,45,28154.41,28196.73,28198.37,28112.74,2.92642237,66
2023,4,4,20,45,28251.1,28249.83,28295.01,28228.07,8.92026224,115
2023,4,4,0,0,27810.26,27795,27822.15,27784.71,1.09360939,39
2023,4,4,0,15,27810.26,27795,27822.15,27784.71,0,0
2023,4,4,0,30,27810.26,27795,27822.15,27784.71,0,0
2023,4,2,10,30,28417.39,28434.93,28452.94,28396.31,0.97444884,36
2023,4,2,7,45,28464,28434.93,28464.45,28434.93,1.52423499,38
2023,4,2,16,30,28005.84,28101.99,28101.99,27979.63,5.78059607,110
2023,4,2,20,30,28061.15,28101.99,28101.99,28044.04,0.3113746,47
2023,4,4,16,0,28036.96,28014.62,28036.96,27972,3.91115411,133
2023,4,4,7,45,27988.83,28014.62,28053.22,27982,0.38025236,38
