year,month,day,hour,minute,open,close,high,low,volume,number_of_trades
2023,4,1,7,45,1826.73,1824.75,1826.73,1824.49,1.216532,20
2023,4,1,8,0,1824.94,1824.84,1825.06,1824.25,1.679088,9
2023,4,1,8,15,1824.6,1828.13,1828.13,1822.87,16.148375,31
2023,4,1,8,30,1827.63,1826.89,1827.93,1826.89,0.352231,9
2023,4,1,8,45,1827.16,1825.63,1827.17,1825.63,1.682683,18
2023,4,1,9,0,1826.66,1825.99,1826.66,1825.99,0.003833,3
2023,4,1,9,15,1827.65,1826.69,1828.17,1825.81,0.273419,22
2023,4,1,9,30,1826.85,1826.98,1829.04,1826.27,1.04459,17
2023,4,1,9,45,1826.72,1825.38,1826.77,1825.38,2.837771,12
2023,4,1,10,0,1825.48,1824.37,1825.48,1824.37,0.022684,7
2023,4,1,10,15,1824.37,1824.98,1825.5,1823.39,0.094426,13
2023,4,1,10,30,1825.22,1825.23,1825.23,1824.85,2.019297,31
2023,4,1,10,45,1825.23,1826.87,1827.69,1824.9,38.088658,32
2023,4,1,11,0,1827.62,1826.99,1827.7,1826.98,0.701769,8
2023,4,1,11,15,1827.62,1827.18,1828.44,1826.41,1.668618,15
2023,4,1,11,30,1827.85,1828.13,1828.39,1826.93,1.709271,23
2023,4,1,11,45,1827.8,1825.04,1827.97,1824.09,14.600777,23
2023,4,1,12,0,1825.26,1824.3,1825.38,1824.3,0.541301,8
2023,4,1,12,15,1827.1,1827.5,1827.71,1825.48,4.196621,30
2023,4,1,12,30,1827.87,1827.47,1828.25,1825.45,9.298116,41
2023,4,1,12,45,1826.59,1827.67,1827.67,1825.89,0.098301,6
2023,4,1,13,0,1827.33,1827.06,1827.8,1826.97,1.785696,21
2023,4,1,13,15,1827.09,1827.7,1827.7,1825.78,2.059268,32
2023,4,1,13,30,1827.47,1826.83,1827.7,1825.48,3.73316,38
2023,4,1,13,45,1826.49,1826.7,1827.45,1825.05,1.425757,22
2023,4,1,14,0,1826.84,1825.19,1827.42,1824.97,20.461164,43
2023,4,1,14,15,1825.22,1822.99,1825.56,1820.35,7.80212,76
2023,4,1,14,30,1822.56,1819.97,1823.35,1816.12,27.255491,82
2023,4,1,14,45,1821.47,1818.1,1821.47,1817.1,9.177956,44
2023,4,1,15,0,1817.73,1819.91,1820.92,1817.28,2.477944,12
2023,4,1,15,15,1820.68,1821.5,1821.93,1819.45,9.294353,81
2023,4,1,15,30,1821.29,1819.89,1823.14,1819.45,4.137596,66
2023,4,1,15,45,1820.7,1819.87,1821.11,1819.87,1.921496,12
2023,4,1,16,0,1821.67,1823.97,1823.98,1821.41,38.813492,45
2023,4,1,16,15,1823.98,1824.12,1824.41,1822.15,16.450037,63
2023,4,1,16,30,1823.79,1822.24,1823.79,1821.68,73.512254,78
2023,4,1,16,45,1822.66,1815.71,1822.68,1811.17,8.521386,79
2023,4,1,17,0,1817.47,1819.63,1819.63,1816.92,5.782552,16
2023,4,1,17,15,1819.34,1819.77,1820.15,1818.01,2.137126,30
2023,4,1,17,30,1819.77,1819.85,1819.96,1817.84,13.560047,42
2023,4,1,17,45,1819.46,1818.45,1820.01,1816.43,2.488598,23
2023,4,1,18,0,1818,1817.76,1818.42,1816.96,17.104022,46
2023,4,1,18,15,1817.86,1814.32,1817.86,1813.35,28.620305,96
2023,4,1,18,30,1814.01,1814.38,1815.99,1813.36,11.434545,79
2023,4,1,18,45,1815.4,1816,1816,1814.14,6.571978,19
2023,4,1,19,0,1816,1814.98,1817.16,1814.98,18.871306,51
2023,4,1,19,15,1815.07,1814.01,1815.35,1812.72,16.345515,74
2023,4,1,19,30,1813.66,1813.63,1815.18,1813.29,2.59295,51
2023,4,1,19,45,1813.63,1815.01,1815.49,1812.81,10.530146,23
2023,4,1,20,0,1815.77,1816.82,1818.88,1815.24,2.14813,15
2023,4,1,20,15,1817.67,1819.42,1820.31,1817.06,5.288605,59
2023,4,1,20,30,1819.43,1820.6,1825,1819.42,33.494204,95
2023,4,1,20,45,1820.51,1817.37,1820.51,1817.04,6.070955,27
2023,4,1,21,0,1817.73,1821.37,1823.03,1817,5.798901,68
2023,4,1,21,15,1821.86,1820.72,1823.33,1820.72,9.544858,27
2023,4,1,21,30,1821.62,1820.93,1821.62,1820.82,10.103658,16
2023,4,1,21,45,1820.93,1821.64,1822.51,1820.41,7.776103,22
2023,4,1,22,0,1822.51,1821.68,1823.75,1820.74,2.093513,69
2023,4,1,22,15,1821.68,1824.13,1825,1821.68,36.261724,50
2023,4,1,22,30,1824.84,1825.13,1826.52,1824.06,18.446632,36
2023,4,1,22,45,1824.97,1825.01,1825.16,1824.9,1.162197,6
2023,4,1,23,0,1824.96,1825.77,1825.9,1823.82,4.975093,41
2023,4,1,23,15,1825.28,1824.12,1826.25,1824.12,0.812271,9
2023,4,1,23,30,1823.47,1822.23,1823.47,1821.71,5.566314,19
2023,4,1,23,45,1821.97,1821.73,1822.35,1821.69,2.397515,8
2023,4,2,0,0,1822.18,1823.01,1823.5,1821.95,9.993799,56
2023,4,2,0,15,1823.19,1822.5,1825.15,1821.37,3.617648,15
2023,4,2,0,30,1821.7,1818.58,1822.16,1818.01,9.858753,31
2023,4,2,0,45,1818.13,1816.26,1818.13,1814.33,3.729938,34
2023,4,2,1,0,1815.8,1816.25,1816.89,1814.44,17.452757,77
2023,4,2,1,15,1815.01,1817.06,1817.06,1815.01,72.704781,38
2023,4,2,1,30,1816.8,1816.93,1818.23,1816.55,3.184099,12
2023,4,2,1,45,1816.4,1813.97,1817.05,1812.89,2.887238,23
2023,4,2,2,0,1813.4,1815.85,1815.85,1813.4,7.820944,56
2023,4,2,2,15,1815.87,1815.41,1815.87,1811.18,10.833134,50
2023,4,2,2,30,1814.94,1814.97,1815.81,1814.71,6.073123,19
2023,4,2,2,45,1814.71,1814.96,1814.99,1814.23,5.729988,18
2023,4,2,3,0,1815.07,1815.08,1819.3,1814.34,37.90809,68
2023,4,2,3,15,1814.72,1818.5,1821.54,1814.72,27.54412,54
2023,4,2,3,30,1818.92,1818.06,1820.25,1817.95,1.184119,17
2023,4,2,3,45,1818.06,1817.74,1818.84,1817.57,1.12162,16
2023,4,2,4,0,1819.63,1819.09,1819.63,1818.49,7.078802,61
2023,4,2,4,15,1819.37,1817.66,1820,1817.17,8.400882,31
2023,4,2,4,30,1817.12,1815.89,1817.27,1815.74,0.705734,14
2023,4,2,4,45,1816.26,1815.78,1817.27,1815.77,3.904465,36
2023,4,2,5,0,1815.1,1816.42,1816.42,1815.1,1.751266,35
2023,4,2,5,15,1817.13,1817.49,1818.31,1816.26,1.235196,19
2023,4,2,5,30,1817.78,1822.25,1823.99,1817.49,1.040653,17
2023,4,2,5,45,1822.07,1823.55,1823.55,1820.37,1.72906,15
2023,4,2,6,0,1823.37,1821.52,1823.5,1821.52,1.501061,28
2023,4,2,6,15,1821.76,1820.22,1822.01,1820.22,0.033415,8
2023,4,2,6,30,1821.28,1823.42,1823.78,1821.28,4.291754,17
2023,4,2,6,45,1823.81,1824.2,1825.75,1823.81,4.586036,18
2023,4,2,7,0,1824.51,1825.2,1825.72,1822.97,4.607249,25
2023,4,2,7,15,1824.63,1822.91,1824.63,1822.81,0.07975,14
2023,4,2,7,30,1822.68,1821.53,1822.68,1821.53,0.032214,7
2023,4,2,7,45,1822.08,1821.53,1822.41,1821.42,0.607646,10
2023,4,2,8,0,1821.25,1818.72,1821.25,1818.72,0.267295,22
2023,4,2,8,15,1818.73,1820.3,1820.6,1817.61,1.344268,20
2023,4,2,8,30,1820.67,1819.61,1820.67,1819.27,1.828689,20
2023,4,2,8,45,1818.28,1819.01,1819.76,1817.92,0.090434,6
2023,4,2,9,0,1818.28,1819.01,1819.76,1817.92,0,0
2023,4,2,9,15,1820.96,1820.45,1822.33,1819.96,1.01972,11
2023,4,2,9,30,1821.73,1823.14,1823.14,1821.73,3.367863,26
2023,4,2,9,45,1824.33,1822.19,1824.33,1822.19,2.528956,8
2023,4,2,10,0,1822.2,1822.19,1822.2,1821.65,28.872825,6
2023,4,2,10,15,1822.42,1820.77,1822.42,1819.03,0.175871,8
2023,4,2,10,30,1820.85,1820.85,1820.85,1820.85,0.164537,1
2023,4,2,10,45,1821.07,1818.06,1821.07,1817.82,10.209315,12
2023,4,2,11,0,1817.82,1818.91,1820.14,1817.09,1.924603,17
2023,4,2,11,15,1818.03,1819.15,1821.05,1818.03,0.382986,9
2023,4,2,11,30,1820.4,1817.87,1820.4,1817.87,0.077493,6
2023,4,2,11,45,1820.4,1817.87,1820.4,1817.87,0,0
2023,4,2,12,0,1817.87,1817.95,1819.84,1815.09,1.368818,28
2023,4,2,12,15,1817.52,1814.21,1818.45,1812.99,2.251438,36
2023,4,2,12,30,1813.17,1812.48,1813.45,1812.37,0.412139,17
2023,4,2,12,45,1814.68,1812.97,1815.01,1812.97,4.775192,20
2023,4,2,13,0,1814.84,1808.79,1814.84,1808.66,41.004118,99
2023,4,2,13,15,1810.24,1811.58,1812.9,1807.33,30.307235,59
2023,4,2,13,30,1811.37,1815.5,1818.49,1811.37,0.715367,35
2023,4,2,13,45,1818.3,1812.61,1818.3,1812.61,7.165321,22
2023,4,2,14,0,1815.1,1813.55,1816.05,1813.15,4.041389,36
2023,4,2,14,15,1813.34,1816.64,1816.64,1812.5,7.664793,26
2023,4,2,14,30,1816.44,1816.61,1817.89,1816.14,1.307174,19
2023,4,2,14,45,1816.81,1814.66,1816.81,1814.66,0.593619,16
2023,4,2,15,0,1814.66,1799,1814.66,1795.79,132.610242,244
2023,4,2,15,15,1798.1,1796.54,1799.51,1791.75,20.215674,81
2023,4,2,15,30,1796.05,1796.64,1798.88,1794.51,14.465004,28
2023,4,2,15,45,1796.05,1799.11,1799.11,1795.45,9.830386,26
2023,4,2,16,0,1798.94,1796.66,1799.87,1796.52,8.406128,59
2023,4,2,16,15,1797.38,1794.67,1798.01,1794.12,30.985778,79
2023,4,2,16,30,1794.31,1795,1796.78,1788.54,7.366974,85
2023,4,2,16,45,1794.76,1796.68,1797.05,1793.89,4.751791,32
2023,4,2,17,0,1796.97,1798.13,1798.69,1796.27,5.192861,35
2023,4,2,17,15,1798.77,1798.22,1799.87,1798.2,3.508701,36
2023,4,2,17,30,1800,1804.22,1805.2,1799.87,7.442096,33
2023,4,2,17,45,1804,1802.89,1805.24,1802.85,7.405486,32
2023,4,2,18,0,1803.22,1802.93,1803.32,1802.49,6.575469,31
2023,4,2,18,15,1802.75,1800.39,1802.8,1800.01,6.364399,27
2023,4,2,18,30,1800.16,1801.57,1802.3,1800.16,9.578829,16
2023,4,2,18,45,1801.31,1798.63,1801.47,1798.63,5.833408,27
2023,4,2,19,0,1799.02,1797.34,1799.07,1797.11,1.659312,30
2023,4,2,19,15,1797.11,1794.62,1797.11,1794.62,5.793335,34
2023,4,2,19,30,1794.64,1780.4,1794.64,1775.01,203.801841,241
2023,4,2,19,45,1781.28,1782.57,1785.54,1778.91,36.368074,80
2023,4,2,20,0,1782.57,1782.22,1784.56,1779.32,21.538596,68
2023,4,2,20,15,1781.97,1786.82,1786.82,1781.18,1.227333,21
2023,4,2,20,30,1787,1788.9,1789.17,1786.1,5.476926,29
2023,4,2,20,45,1789.59,1789.83,1791.1,1787.68,3.287284,31
2023,4,2,21,0,1789.56,1792.29,1794.42,1788.91,12.213696,48
2023,4,2,21,15,1793.71,1792.4,1793.71,1788.19,4.966814,33
2023,4,2,21,30,1792.65,1790.51,1793.71,1790.16,10.358495,29
2023,4,2,21,45,1790.24,1788.24,1790.77,1784.52,9.798746,45
2023,4,2,22,0,1788.07,1783.41,1788.08,1782.53,12.212928,46
2023,4,2,22,15,1785.58,1787.63,1788.63,1780.48,1.052885,33
2023,4,2,22,30,1787.41,1787.56,1788.4,1784.89,2.500962,35
2023,4,2,22,45,1788.54,1794.18,1795.12,1788.31,44.16436,76
2023,4,2,23,0,1795.34,1793.92,1795.91,1792.47,1.673413,41
2023,4,2,23,15,1794.18,1794.14,1794.44,1791.78,3.461645,37
2023,4,2,23,30,1794.16,1793.56,1795.97,1792.91,6.446671,18
2023,4,2,23,45,1795.18,1794.74,1797.12,1794.64,27.721656,33
2023,4,3,0,0,1794.63,1794.36,1795.49,1793.68,0.935015,21
2023,4,3,0,15,1794.35,1792.22,1795.3,1791.65,7.045921,41
2023,4,3,0,30,1791.73,1789.82,1792.68,1788.14,16.965816,32
2023,4,3,0,45,1789.21,1789.21,1790.39,1788.73,1.075599,10
2023,4,3,1,0,1792.1,1789.38,1794.23,1789.38,3.172813,45
2023,4,3,1,15,1790.03,1786.46,1790.03,1786.44,3.58149,38
2023,4,3,1,30,1786.33,1770.73,1786.88,1767.59,48.250967,190
2023,4,3,1,45,1770.38,1772.46,1772.46,1765.21,15.165538,71
2023,4,3,2,0,1771.81,1776.47,1777.3,1770.83,5.89753,53
2023,4,3,2,15,1775.38,1775.97,1779.7,1775.38,49.995731,66
2023,4,3,2,30,1776.04,1777.81,1778.8,1775.18,8.216849,36
2023,4,3,2,45,1777.54,1775.92,1777.98,1775.92,3.918811,26
2023,4,3,3,0,1776.13,1776.84,1777.52,1774.48,1.803022,30
2023,4,3,3,15,1777.3,1776.74,1777.69,1776.05,33.947668,61
2023,4,3,3,30,1776.53,1778.06,1778.06,1776.53,0.235997,6
2023,4,3,3,45,1779.87,1780.2,1780.2,1779.64,0.142739,7
2023,4,3,4,0,1780.23,1778.69,1780.31,1778.67,2.318071,26
2023,4,3,4,15,1778.28,1776.38,1778.29,1775.34,10.374305,30
2023,4,3,4,30,1777.02,1775.16,1777.02,1774.92,0.145944,9
2023,4,3,4,45,1774.94,1777.75,1777.75,1774.15,60.591185,67
2023,4,3,5,0,1777.91,1778.63,1778.89,1773.42,89.473419,79
2023,4,3,5,15,1778.63,1779.89,1780.5,1778.63,14.721944,35
2023,4,3,5,30,1780.58,1782.19,1784.02,1780.31,0.533533,26
2023,4,3,5,45,1781.93,1778.71,1782,1778.71,4.434274,22
2023,4,3,6,0,1780.73,1781.08,1782.24,1780.34,12.169585,36
2023,4,3,6,15,1781.67,1781.54,1781.96,1781.16,0.400789,17
2023,4,3,6,30,1784.02,1782.16,1784.42,1781.83,6.436199,21
2023,4,3,6,45,1783.76,1787.31,1787.31,1783.76,3.297197,39
2023,4,3,7,0,1787.31,1789.79,1790.94,1787.31,6.540476,43
2023,4,3,7,15,1789.61,1793.07,1795,1789.61,2.416471,35
2023,4,3,7,30,1792.73,1792.14,1792.79,1792.05,0.007031,8
2023,4,3,7,45,1792.72,1795.55,1795.55,1791.89,13.369398,25
2023,4,3,8,0,1796.35,1804.25,1807.92,1795,27.548777,162
2023,4,3,8,15,1806.75,1814.2,1818.16,1805.77,21.615286,92
2023,4,3,8,30,1816.69,1812.89,1817.19,1812.19,36.748199,51
2023,4,3,8,45,1814.44,1811.48,1814.44,1809.41,18.350411,30
2023,4,3,9,0,1813.84,1812.58,1815.08,1812.58,1.59632,24
2023,4,3,9,15,1811.49,1809.84,1812.54,1809.49,2.033716,21
2023,4,3,9,30,1811.81,1809.98,1811.81,1809.74,14.02694,31
2023,4,3,9,45,1811.36,1809.85,1811.36,1809.85,1.025603,8
2023,4,3,10,0,1809.71,1808.4,1810.12,1807.88,2.268848,28
2023,4,3,10,15,1809.4,1810.1,1810.1,1808.71,6.303359,16
2023,4,3,10,30,1814.63,1809.39,1814.63,1809.39,4.972591,30
2023,4,3,10,45,1809.36,1805.18,1809.36,1805.18,0.37062,14
2023,4,3,11,0,1805.18,1803.2,1805.18,1803.2,7.633387,23
2023,4,3,11,15,1804.44,1805.04,1807.31,1804.44,5.862073,14
2023,4,3,11,30,1805.24,1807.91,1807.91,1804.24,3.861236,11
2023,4,3,11,45,1808,1808.91,1809.08,1807.55,9.565162,25
2023,4,3,12,0,1808.51,1807.42,1808.51,1806.62,5.320947,20
2023,4,3,12,15,1807.39,1802.53,1808.21,1802.53,27.0105,81
2023,4,3,12,30,1802.49,1799.28,1803.84,1799.28,0.71248,35
2023,4,3,12,45,1798.72,1801.56,1803.44,1798.61,37.948265,56
2023,4,3,13,0,1803.99,1803.7,1805.32,1803.41,36.968143,69
2023,4,3,13,15,1804.12,1807.55,1807.55,1802.78,49.500762,57
2023,4,3,13,30,1807.15,1807.67,1809.18,1804.67,7.432452,64
2023,4,3,13,45,1808.76,1808.46,1821.98,1807.67,22.293986,131
2023,4,3,14,0,1811.64,1807.83,1811.64,1806.47,19.67145,69
2023,4,3,14,15,1809.26,1809.26,1809.28,1806.72,44.201807,87
2023,4,3,14,30,1809.35,1801.16,1809.35,1796.2,33.900717,128
2023,4,3,14,45,1801.03,1793.5,1801.03,1791.93,124.662541,157
2023,4,3,15,0,1792.47,1791,1795.35,1785.23,39.352281,126
2023,4,3,15,15,1791.2,1797.63,1800.2,1790.73,65.798221,129
2023,4,3,15,30,1797.18,1796.17,1799.29,1796.17,84.331659,78
2023,4,3,15,45,1795.7,1797.69,1799.2,1793.88,107.959963,137
2023,4,3,16,0,1797.84,1800.82,1803.37,1796.85,33.126742,769
2023,4,3,16,15,1800.83,1798.2,1801.6,1797.15,14.341772,451
2023,4,3,16,30,1798.92,1796.48,1799.68,1795.5,57.509943,477
2023,4,3,16,45,1796.64,1795.01,1798.49,1795,14.844413,537
2023,4,3,17,0,1795,1796.78,1796.8,1792.89,117.035261,447
2023,4,3,17,15,1796.56,1797.29,1798.15,1795.81,17.105951,164
2023,4,3,17,30,1797.59,1800.92,1807.22,1795.82,61.776042,155
2023,4,3,17,45,1800.92,1800.52,1803.58,1798.21,38.764484,159
2023,4,3,18,0,1800.32,1799.95,1804.08,1798.35,14.429057,106
2023,4,3,18,15,1799.6,1813.07,1814.2,1799.08,51.178363,121
2023,4,3,18,30,1812.33,1828.59,1833.11,1811.33,253.310091,314
2023,4,3,18,45,1831.91,1832.46,1839.39,1829.57,49.078,168
2023,4,3,19,0,1836.54,1831.26,1838.87,1827.9,111.472762,150
2023,4,3,19,15,1831.1,1824.94,1831.87,1823.11,88.523463,148
2023,4,3,19,30,1824.46,1829.07,1829.07,1823.75,22.421523,67
2023,4,3,19,45,1828.48,1818.73,1831.48,1815.05,81.916222,122
2023,4,3,20,0,1818.94,1785.44,1819.25,1783.74,118.904638,350
2023,4,3,20,15,1784.82,1789.64,1793.64,1780.95,155.988937,195
2023,4,3,20,30,1788.73,1791.68,1793.09,1782,255.304857,172
2023,4,3,20,45,1791.68,1780.13,1791.77,1777.68,175.130591,188
2023,4,3,21,0,1778.88,1780.89,1782.02,1770,102.843181,215
2023,4,3,21,15,1782.19,1781.08,1789.94,1779.56,119.115691,116
2023,4,3,21,30,1782.84,1790.59,1790.59,1780.53,12.943007,40
2023,4,3,21,45,1789.65,1794.22,1798.15,1789.65,15.144927,65
2023,4,3,22,0,1796.13,1799.89,1801.35,1794,39.019226,64
2023,4,3,22,15,1799.88,1812.16,1815.83,1798.57,100.743577,179
2023,4,3,22,30,1811.25,1805.18,1812.93,1805.18,17.61866,61
2023,4,3,22,45,1805.75,1806.29,1807.37,1804.36,12.016617,43
2023,4,3,23,0,1806.21,1808.05,1818.38,1805.94,56.847144,126
2023,4,3,23,15,1808.03,1809.8,1812.85,1807.78,19.948933,54
2023,4,3,23,30,1810.55,1811.87,1811.87,1807.78,7.710455,25
2023,4,3,23,45,1814.2,1810.23,1815.74,1808.73,31.433909,72
2023,4,4,0,0,1811.63,1809.7,1811.63,1809.7,0.527118,6
2023,4,4,0,15,1811.63,1809.7,1811.63,1809.7,0,0
2023,4,4,0,30,1811.63,1809.7,1811.63,1809.7,0,0
2023,4,4,0,45,1804.86,1805.07,1805.07,1803.77,1.520128,7
2023,4,4,1,0,1804.62,1805.82,1807.92,1803.6,13.137403,57
2023,4,4,1,15,1807.09,1813.01,1813.01,1805.75,1.529848,59
2023,4,4,1,30,1814,1810.55,1814.2,1804.7,134.363937,55
2023,4,4,1,45,1810.62,1806.45,1811.87,1806.45,4.079906,27
2023,4,4,2,0,1807.37,1808.34,1809.35,1805.32,21.606781,47
2023,4,4,2,15,1809.84,1811.43,1812.27,1807.5,7.947665,63
2023,4,4,2,30,1811.24,1810.93,1814.01,1810.38,44.198964,91
2023,4,4,2,45,1809.9,1807.69,1811.16,1807.69,11.92025,43
2023,4,4,3,0,1809.2,1809.23,1809.63,1807.85,2.986798,39
2023,4,4,3,15,1808.68,1810.69,1810.99,1807.42,2.883232,34
2023,4,4,3,30,1810.55,1809.85,1811.27,1809.13,51.896399,44
2023,4,4,3,45,1809.45,1808.02,1810.41,1808.02,3.369908,21
2023,4,4,4,0,1809.17,1808.17,1810.17,1808.03,0.779507,19
2023,4,4,4,15,1808.25,1808.25,1808.25,1806.89,22.216257,69
2023,4,4,4,30,1807.92,1803.78,1808.47,1803.78,48.997487,83
2023,4,4,4,45,1803.77,1804.64,1805.91,1803.77,0.951071,10
2023,4,4,5,0,1804.72,1805.39,1805.65,1804.48,1.752157,11
2023,4,4,5,15,1806.8,1808.89,1810.84,1806.8,14.221512,50
2023,4,4,5,30,1808.89,1808.53,1810.88,1808.17,0.192041,15
2023,4,4,5,45,1810.46,1808.89,1810.46,1808.89,0.221556,7
2023,4,4,6,0,1809.12,1809.69,1811.49,1808.75,0.752369,18
2023,4,4,6,15,1809.85,1809.67,1810.01,1808.05,6.643628,36
2023,4,4,6,30,1811.05,1814.05,1816.91,1810.68,1.956974,28
2023,4,4,6,45,1813.72,1816.84,1820,1813.31,19.149819,68
2023,4,4,7,0,1817.69,1819.84,1822.72,1817.69,10.697988,65
2023,4,4,7,15,1820.25,1816.09,1820.25,1816.09,1.787442,25
2023,4,4,7,30,1816.43,1809.45,1816.43,1809.45,20.234222,46
2023,4,4,7,45,1811.85,1812.41,1813.59,1811.62,8.517093,30
2023,4,4,8,0,1813.3,1813.05,1813.73,1813.05,6.843898,17
2023,4,4,8,15,1815,1816.91,1816.91,1812.27,16.73297,28
2023,4,4,8,30,1816.4,1818.47,1819.01,1816.18,23.767136,38
2023,4,4,8,45,1819.63,1823.39,1825,1819.42,19.830009,63
2023,4,4,9,0,1823.71,1821.9,1828.02,1821.89,12.808103,71
2023,4,4,9,15,1821.91,1821.57,1824.99,1820.69,16.961101,38
2023,4,4,9,30,1821.9,1824.4,1825.82,1821.62,13.48658,27
2023,4,4,9,45,1826.27,1829.09,1832.57,1823.89,27.911221,109
2023,4,4,10,0,1830.97,1828.62,1835.53,1828.61,34.27009,107
2023,4,4,10,15,1833.21,1831.94,1837.79,1831.71,14.718781,106
2023,4,4,10,30,1834.43,1831.05,1834.43,1830.25,4.265686,47
2023,4,4,10,45,1831.43,1831.86,1833.41,1829.89,1.199267,22
2023,4,4,11,0,1833.68,1862,1875.57,1830.47,928.83116,784
