Property Id,Property_Type,Number of Buildings,Year_Built,Property_GFA,Site_Energy,Weather Normalized Site Energy Use (GJ),Site EUI (GJ/m²),Weather Normalized Site EUI (GJ/m²),Source Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Source EUI (GJ/m²),Weather Normalized Source EUI (GJ/m²),Emissions_CO2,Emissions_Intensity,Direct GHG Emissions (Metric Tons CO2e),Direct GHG Emissions Intensity (kgCO2e/m²),Electricity,Natural_Gas,Year Ending,Precipitation,Corn_Heat_Unit,Heating_Degree_Days,Cooling_Degree_Days
10002717,Fire Station,1,1996,1758.8,1331.8,1331.5,0.76,0.76,1818.9,1802.4,1.03,1.02,137,77.9,42.8,24.3,138548.2,833,2021,"1,249.10","2,305.00","4,916.10",151.5
10154586,Non-Refrigerated Warehouse,1,1985,10640,7599,7880.2,0.71,0.74,9041.6,9325.3,0.85,0.88,562.7,52.9,289.9,27.2,401093.2,5646.1,2021,"1,249.10","2,305.00","4,916.10",151.5
10170296,Office,1,2012,5213.2,17913.7,17968,3.44,3.45,33839.4,33894.3,6.49,6.5,3199.8,613.8,68.7,13.2,4604465.8,1338.3,2021,"1,249.10","2,305.00","4,916.10",151.5
10176477,Non-Refrigerated Warehouse,1,1975,5663,5008.1,5019.2,0.88,0.89,6306.8,6318.2,1.11,1.12,437.9,77.3,189.7,33.5,365093.8,3693.8,2021,"1,249.10","2,305.00","4,916.10",151.5
10176804,Heated Swimming Pool,1,2010,1838,3837.1,3890.6,2.09,2.12,4773.1,4827.1,2.6,2.63,327,177.9,148.5,80.8,262478.9,2892.2,2021,"1,249.10","2,305.00","4,916.10",151.5
10260523,Fire Station,1,1975,1066.2,1146.6,1146,1.08,1.07,1506.1,1505.5,1.41,1.41,109.3,102.5,40.1,37.6,101748.4,780.4,2021,"1,249.10","2,305.00","4,916.10",151.5
10263307,Fire Station,1,1977,1101.1,1323.6,1314.4,1.2,1.19,1784.2,1767.8,1.62,1.61,132.7,120.6,43.8,39.8,130831.3,852.6,2021,"1,249.10","2,305.00","4,916.10",151.5
10265387,Fire Station,1,1977,1095.2,1455.5,1405.2,1.33,1.28,1982.2,1926.9,1.81,1.76,148.9,135.9,47.1,43,149756.5,916.4,2021,"1,249.10","2,305.00","4,916.10",151.5
10277262,Fire Station,1,1979,1104.6,1351.2,1353.1,1.22,1.22,1695.7,1701.4,1.54,1.54,117,105.9,51.1,46.3,96789.1,996,2021,"1,249.10","2,305.00","4,916.10",151.5
10287290,Fire Station,1,1950,1112.1,1316.7,1302.2,1.18,1.17,1718.2,1689.8,1.54,1.52,123.8,111.4,46.6,41.9,113570.2,907.8,2021,"1,249.10","2,305.00","4,916.10",151.5
10417704,Fitness Center/Health Club/Gym,1,1988,1806.5,3677.7,3700.5,2.04,2.05,4692.1,4715,2.6,2.61,330.4,182.9,136,75.3,285845.4,2648.7,2021,"1,249.10","2,305.00","4,916.10",151.5
10417915,Other - Recreation,1,1966,1418.4,3992,3992,2.81,2.81,4846.6,4846.6,3.42,3.42,322.9,227.7,160.9,113.5,238235.5,3134.4,2021,"1,249.10","2,305.00","4,916.10",151.5
10417930,Distribution Center,1,2018,44228.3,146772.3,146772.3,3.32,3.32,149839.2,149839.2,3.39,3.39,7768.2,175.6,7450.2,168.4,467614.2,145089,2021,"1,249.10","2,305.00","4,916.10",151.5
10439156,Office,1,1974,832,807.1,823.7,0.97,0.99,1064.1,1084.4,1.28,1.3,77.5,93.1,28,33.6,72790.6,545,2021,"1,249.10","2,305.00","4,916.10",151.5
10439375,Fire Station,1,2018,1459.3,1634.6,1608.2,1.12,1.1,2199.2,2172.6,1.51,1.49,159.2,109.1,50,34.3,160545.5,974.1,2021,"1,249.10","2,305.00","4,916.10",151.5
10531101,Fire Station,1,2015,2257.9,4183.1,4255.6,1.85,1.88,5168,5241.3,2.29,2.32,351.4,155.6,163.8,72.6,275785.1,3190.3,2021,"1,249.10","2,305.00","4,916.10",151.5
10536854,Fire Station,1,2013,1668.4,2435.7,2420.6,1.46,1.45,3259.2,3220.2,1.95,1.93,240.8,144.3,81.9,49.1,233683.3,1594.5,2021,"1,249.10","2,305.00","4,916.10",151.5
10536957,Museum,1,2012,2048.6,2999.9,3155.5,1.46,1.54,3948.6,4124.8,1.93,2.01,287.1,140.1,104.4,51,268641.3,2032.8,2021,"1,249.10","2,305.00","4,916.10",151.5
10536969,Fire Station,1,2009,1907.7,1776.8,1804,0.93,0.95,2242.2,2269.6,1.18,1.19,156,81.8,67,35.1,130875,1305.7,2021,"1,249.10","2,305.00","4,916.10",151.5
10543320,Fire Station,1,2012,1842.2,2395.3,2421,1.3,1.31,3220.7,3246.7,1.75,1.76,239,129.8,79.7,43.3,234352.5,1551.7,2021,"1,249.10","2,305.00","4,916.10",151.5
10544403,Fire Station,1,2013,1487.6,1887.6,1954.5,1.27,1.31,2450.3,2517.8,1.65,1.69,175.7,118.1,67.5,45.4,159008.6,1315.2,2021,"1,249.10","2,305.00","4,916.10",151.5
21988595,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2011,6632,7208.3,7322.4,1.09,1.1,9466.8,9581.9,1.43,1.44,686.7,103.5,252,38,639301.3,4907,2021,"1,249.10","2,305.00","4,916.10",151.5
21988596,Indoor Arena,2,1990,16258,15746.6,16066.7,0.97,0.99,19177.7,19500.9,1.18,1.2,1282.5,78.9,631.6,38.9,957222.5,12300.8,2021,"1,249.10","2,305.00","4,916.10",151.5
21988597,Office,3,1956,6987.7,25357.5,26101.2,3.63,3.74,37242.1,37993.3,5.33,5.44,2986.1,427.3,673.4,96.4,3401039.6,13114.3,2021,"1,249.10","2,305.00","4,916.10",151.5
21988599,Other - Public Services,1,1896,269.9,240.7,238.1,0.89,0.88,291.1,284.2,1.08,1.05,19.3,71.5,9.8,36.2,14030.7,190.2,2021,"1,249.10","2,305.00","4,916.10",151.5
21988600,Fire Station,1,2014,2129,2967.9,3081,1.39,1.45,3741.8,3856.1,1.76,1.81,260.2,122.2,112.2,52.7,217628.4,2184.5,2021,"1,249.10","2,305.00","4,916.10",151.5
21988601,Other,1,1962,4257.9,281,293.1,0.07,0.07,550.8,574.4,0.13,0.13,53.1,12.5,0,0,78059.7,,2021,"1,249.10","2,305.00","4,916.10",151.5
21988602,Performing Arts,1,1900,1160.9,1338.3,1403.6,1.15,1.21,1711.4,1782.9,1.47,1.54,120.8,104.1,49.3,42.4,105177.5,959.7,2021,"1,249.10","2,305.00","4,916.10",151.5
21988603,Office,1,2000,2142.6,7016.5,7238.5,3.27,3.38,8816.6,8981.6,4.11,4.19,610.8,285.1,266.8,124.5,505837,5195.6,2021,"1,249.10","2,305.00","4,916.10",151.5
21988605,Fire Station,1,2009,1669.5,2095.1,2058.4,1.25,1.23,2618.7,2581.6,1.57,1.55,180.4,108,80.4,48.2,146969.5,1566,2021,"1,249.10","2,305.00","4,916.10",151.5
21988606,Fitness Center/Health Club/Gym,1,1976,1588.4,9074.2,9256.5,5.71,5.83,11340.2,11524.3,7.14,7.26,780.9,491.7,348.4,219.4,636048.2,6784.6,2021,"1,249.10","2,305.00","4,916.10",151.5
21988608,Office,1,1976,525.4,480.1,492.5,0.91,0.94,676.1,694.5,1.29,1.32,52.3,99.6,14.3,27.2,55928,278.8,2021,"1,249.10","2,305.00","4,916.10",151.5
21988609,Office,1,1919,1388.3,2483.6,2523.6,1.79,1.82,2960.1,3000.5,2.13,2.16,192.9,139,103.1,74.3,132066.2,2008.2,2021,"1,249.10","2,305.00","4,916.10",151.5
21988611,Other - Recreation,1,1965,113.1,149.6,151,1.32,1.34,293.2,295.9,2.59,2.62,28.3,249.9,0,0,41548,,2021,"1,249.10","2,305.00","4,916.10",151.5
21988613,Fire Station,1,1994,378.5,319.4,324.3,0.85,0.86,389.2,394.1,1.03,1.04,26,68.9,12.8,33.9,19461.6,249.4,2021,"1,249.10","2,305.00","4,916.10",151.5
21988614,Other - Public Services,1,1975,419.6,611.9,644.1,1.46,1.53,738.6,771.1,1.76,1.84,48.9,116.5,24.9,59.3,35255.8,485,2021,"1,249.10","2,305.00","4,916.10",151.5
21988616,Office,1,1976,352.7,482.6,501.8,1.37,1.42,670.4,690.6,1.9,1.96,51.3,145.4,14.9,42.2,53509.4,290,2021,"1,249.10","2,305.00","4,916.10",151.5
21988617,Fitness Center/Health Club/Gym,1,1982,14418.8,41002.6,41037.6,2.84,2.85,53267.6,53303.3,3.69,3.7,3791.8,263,1433.4,99.4,3468279.6,27914.2,2021,"1,249.10","2,305.00","4,916.10",151.5
21988618,Fire Station,1,1998,1317,1969.7,1967.5,1.5,1.49,2552,2549.8,1.94,1.94,182.4,138.5,70.5,53.6,164526.4,1373.7,2021,"1,249.10","2,305.00","4,916.10",151.5
21988619,Fire Station,1,1987,945.1,1524.5,1588.5,1.61,1.68,1969.7,2034.3,2.08,2.15,140.5,148.7,55,58.2,125718.1,1071.9,2021,"1,249.10","2,305.00","4,916.10",151.5
21988620,Fitness Center/Health Club/Gym,1,1900,13072.6,70795.8,73314,5.42,5.61,74532.4,77075.8,5.7,5.9,4073.8,311.6,3471.6,265.6,885607.1,67607.7,2021,"1,249.10","2,305.00","4,916.10",151.5
21988621,Other - Public Services,1,1975,1069.8,1304.5,1367.4,1.22,1.28,1523.6,1587.1,1.42,1.48,96.8,90.5,55.9,52.2,60248.8,1087.7,2021,"1,249.10","2,305.00","4,916.10",151.5
21988622,Fire Station,1,1988,927.8,1086.3,1094,1.17,1.18,1435.1,1443,1.55,1.56,104.7,112.9,37.5,40.4,98829.9,730.5,2021,"1,249.10","2,305.00","4,916.10",151.5
21988623,Other - Public Services,1,2001,260.1,579,584.3,2.23,2.25,922.8,928.1,3.55,3.57,78.7,302.4,11.5,44.1,98829.9,223.2,2021,"1,249.10","2,305.00","4,916.10",151.5
21988624,Office,1,1960,767.6,1069.9,1129.4,1.39,1.47,1180.7,1240.8,1.54,1.62,69.4,90.5,49.5,64.5,29272.2,964.5,2021,"1,249.10","2,305.00","4,916.10",151.5
21988625,Fire Station,1,1982,1108.1,1238.3,1243.5,1.12,1.12,1537.5,1542.7,1.39,1.39,105.1,94.9,48.1,43.4,83862.3,936.5,2021,"1,249.10","2,305.00","4,916.10",151.5
21988627,Other - Public Services,1,1964,425.1,920.2,966.2,2.17,2.27,1010.1,1056.6,2.38,2.49,58.9,138.7,42.9,100.9,23595.8,835.2,2021,"1,249.10","2,305.00","4,916.10",151.5
21988628,Fire Station,1,1978,1108.1,1080.6,1068.6,0.98,0.96,1459.5,1436,1.32,1.3,108.5,97.9,35.3,31.9,107623.8,688.4,2021,"1,249.10","2,305.00","4,916.10",151.5
21988629,Fire Station,1,1988,204.4,335.5,334.6,1.64,1.64,418.4,414.6,2.05,2.03,28.7,140.6,12.9,63.2,23255.5,251.7,2021,"1,249.10","2,305.00","4,916.10",151.5
